overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.76704	0.80303	0.79968	0.80586	0.61410	0.99145	0.76763	0.72091	0.72222	0.79609	0.75256	0.73718	0.71386	0.82875	0.87607
0.80868	0.89753	0.83598	0.80617	0.71235	0.81389	0.92346	0.65152	0.74861	0.81411	0.89222	0.77083	0.80329	0.81704	0.85000
0.71185	0.75294	0.80420	0.60294	0.52513	0.81765	0.76303	0.78235	0.61424	0.76661	0.66013	0.80392	0.69748	0.69091	0.81569
0.82982	0.97389	0.81183	0.93763	0.75953	0.85376	0.90984	0.71183	0.83495	0.80884	0.81134	0.98208	0.78301	0.92473	0.92115
0.81521	0.77386	0.81373	0.88941	0.91176	0.87843	0.78685	0.72299	0.82484	0.77559	0.84706	0.89647	0.78398	0.82000	0.94118
0.83207	0.81375	0.85486	0.81389	0.89375	0.90000	0.85673	0.75000	0.79539	0.82594	0.84659	0.96750	0.78673	0.88654	0.94018
0.73052	0.85775	0.70487	0.63028	0.50576	0.97535	0.83099	0.77817	0.68813	0.79254	0.63380	0.75176	0.74099	0.54728	0.80438
0.80377	0.82250	0.84830	0.69688	0.73125	0.79688	0.83942	0.78281	0.66786	0.83605	0.89219	0.74821	0.76179	0.84861	0.96932
0.77496	0.76790	0.77975	0.80384	0.72593	0.87160	0.74411	0.77915	0.68765	0.81099	0.80494	0.76543	0.76146	0.71605	0.95062
0.81148	0.86013	0.82150	0.84874	0.78529	0.75000	0.81647	0.78333	0.72078	0.82213	0.82907	0.87974	0.76305	0.91985	0.91412
0.81065	0.86626	0.80864	0.77778	0.69360	0.95988	0.86694	0.80864	0.73810	0.84457	0.75823	0.83389	0.77069	0.82407	0.92945
0.79120	0.79550	0.79644	0.76829	0.68022	0.90549	0.88537	0.76296	0.72493	0.82476	0.74913	0.69512	0.76407	0.82419	0.89268
0.77206	0.81469	0.79412	0.67308	0.71635	0.90110	0.76795	0.76832	0.67821	0.79612	0.74542	0.87037	0.73990	0.76190	0.92899
0.75396	0.83514	0.78443	0.68694	0.55405	0.85811	0.83243	0.71693	0.72297	0.77315	0.71042	0.80856	0.73998	0.75676	0.82310
0.79775	0.86890	0.90873	0.80127	0.70399	0.83038	0.74453	0.71449	0.65078	0.82958	0.80633	0.90416	0.78797	0.75619	0.89536
0.80431	0.85714	0.77687	0.78429	0.62857	0.80286	0.88393	0.84143	0.72551	0.81660	0.75000	0.93429	0.77774	0.73929	0.96020
0.78116	0.80030	0.76774	0.80405	0.59610	0.80405	0.87101	0.81081	0.75676	0.80323	0.68694	0.85521	0.74404	0.84521	0.90000
0.78432	0.78355	0.80385	0.77778	0.79870	0.85974	0.79339	0.65195	0.70491	0.85220	0.69295	0.75325	0.74003	0.81718	0.92121
0.81049	0.90240	0.77284	0.81682	0.83953	0.81419	0.77327	0.80598	0.67680	0.82519	0.80180	0.89527	0.74783	0.90766	0.93018
0.77378	0.86772	0.73498	0.77058	0.69136	0.63580	0.88007	0.84198	0.74321	0.78236	0.71399	0.85556	0.74513	0.74691	0.95885
0.69994	0.72740	0.74401	0.60274	0.48059	0.85274	0.82583	0.73459	0.60845	0.75788	0.61370	0.68721	0.69863	0.58600	0.79950
0.78163	0.89157	0.79940	0.79880	0.68933	0.67169	0.93574	0.75000	0.63775	0.83380	0.75070	0.93976	0.76251	0.81928	0.85370
0.74202	0.90972	0.70370	0.59524	0.74428	0.85278	0.78194	0.74786	0.60764	0.78827	0.64187	0.88889	0.67828	0.82383	0.89209
0.80960	0.87953	0.79058	0.89006	0.78797	1.00000	0.81871	0.70931	0.70526	0.80392	0.81711	0.98496	0.76982	0.74035	0.98195
0.77671	0.72609	0.74769	0.79106	0.70531	0.91304	0.86836	0.74534	0.71014	0.80270	0.73913	0.91097	0.73413	0.81056	0.91925
0.76479	0.77633	0.75679	0.77814	0.81818	0.86039	0.74625	0.71429	0.74675	0.77137	0.70996	0.85281	0.71301	0.85714	0.84848
0.82573	0.90986	0.80922	0.84507	0.63224	0.82746	0.81455	0.93427	0.75612	0.86636	0.77867	0.83568	0.81742	0.75587	0.98079
0.81627	0.84978	0.81711	0.76809	0.80592	0.69737	0.89676	0.76012	0.79276	0.80151	0.78947	0.94737	0.77474	0.83901	0.92895
0.82637	0.83989	0.82247	0.85291	0.83396	0.97753	0.79374	0.78652	0.84732	0.78685	0.92394	0.80524	0.80062	0.89607	0.86610
0.78985	0.79623	0.86027	0.78995	0.75495	0.82779	0.78954	0.69719	0.74694	0.79239	0.79709	0.86301	0.77954	0.78705	0.84299
0.78059	0.75040	0.84058	0.64855	0.62029	0.97826	0.86087	0.82899	0.62802	0.83630	0.78019	0.72671	0.78094	0.67754	0.86184
0.75444	0.88381	0.84667	0.72800	0.53889	0.88444	0.77481	0.68727	0.64444	0.83200	0.69429	0.79111	0.74723	0.73778	0.81333
0.72152	0.68214	0.89289	0.53510	0.61266	0.74177	0.73878	0.77025	0.50000	0.78455	0.60759	0.76962	0.72333	0.65450	0.80234
0.79955	0.87614	0.76053	0.89583	0.70000	0.91429	0.80250	0.72308	0.76687	0.81726	0.74583	0.86406	0.75022	0.91250	0.90469
0.78125	0.76071	0.79062	0.74135	0.69286	0.83750	0.88438	0.76771	0.77500	0.79500	0.74286	0.80694	0.75022	0.81125	0.91477
0.79506	0.80207	0.83605	0.80253	0.52819	0.85063	0.86758	0.83966	0.67018	0.84934	0.80915	0.82509	0.78205	0.77548	0.90380
0.78759	0.86508	0.75595	0.76871	0.77551	0.86905	0.73677	0.81633	0.68978	0.82080	0.59821	0.90079	0.72009	0.85623	0.90476
0.82886	0.83046	0.85441	0.69253	0.87356	0.98851	0.82328	0.79519	0.69349	0.85814	0.90460	0.89368	0.81454	0.86437	0.86782
0.78937	0.76334	0.81991	0.91031	0.68860	0.89458	0.77590	0.75162	0.74871	0.82242	0.79518	0.67068	0.77775	0.74982	0.92169
0.79777	0.79250	0.81518	0.91000	0.62143	0.81250	0.75795	0.81563	0.75288	0.82878	0.77143	0.74028	0.75878	0.78409	0.93000
0.82286	0.81954	0.81786	0.94943	0.59962	0.95862	0.81753	0.84085	0.76475	0.85287	0.63218	0.90421	0.80779	0.75402	0.98978
0.77687	0.83437	0.69821	0.69167	0.69444	0.89375	0.86250	0.80962	0.79018	0.80281	0.60972	0.84688	0.72401	0.80221	0.90833
0.77810	0.89667	0.84480	0.65000	0.63810	0.93778	0.79889	0.66571	0.74000	0.78111	0.84848	0.79667	0.76103	0.78246	0.84000
0.80481	0.95000	0.75921	0.85875	0.83750	0.91458	0.81364	0.66058	0.79327	0.78963	0.73409	0.94205	0.75612	0.83214	0.93833
0.79411	0.93386	0.81369	0.87963	0.60450	0.85374	0.81746	0.67659	0.75446	0.82873	0.76455	0.76786	0.75000	0.83700	0.90397
0.84836	0.83929	0.92569	0.79654	0.66976	0.92641	0.88312	0.82617	0.82323	0.87370	0.75162	0.90584	0.82016	0.87013	0.93290
0.78208	0.88594	0.77500	0.70179	0.77778	0.98750	0.90000	0.69250	0.79167	0.77154	0.72232	0.89306	0.73259	0.88942	0.88036
0.79326	0.83205	0.86804	0.67464	0.76464	0.85811	0.85381	0.74844	0.80249	0.79561	0.80068	0.74459	0.74828	0.91580	0.84719
0.80537	0.83111	0.83608	0.86545	0.59333	0.87111	0.87429	0.79619	0.79556	0.83907	0.67067	0.78909	0.79051	0.76933	0.88089
0.81872	0.92716	0.73158	0.85657	0.67130	0.95556	0.87361	0.91481	0.82074	0.84298	0.73131	0.81975	0.78750	0.86574	0.89060
0.77563	0.77662	0.71273	0.75624	0.74315	0.96970	0.88312	0.81277	0.77686	0.77835	0.71429	0.98701	0.75859	0.77522	0.84848
0.79267	0.86486	0.74700	0.83784	0.67568	0.95174	0.76062	0.82432	0.62462	0.86560	0.68559	0.89066	0.76323	0.79730	0.94144
0.81241	0.88298	0.78664	0.76596	0.83891		0.82979	0.81087	0.75286	0.81950	0.87447	0.84894	0.78041	0.86750	0.87660
0.73413	0.84053	0.71047	0.87375	0.50678	0.91279	0.82021	0.67326	0.68355	0.81793	0.64059	0.64070	0.72795	0.61047	0.93540
0.74876	0.80856	0.79662	0.67568	0.46847	0.92703	0.75052	0.80721	0.52799	0.82095	0.73423	0.76182	0.73370	0.68436	0.90049
