sample	patient_id	merged_updated_ER_status_binary	ulp_wgs_coverage	tumor_fraction	first_passing_sample	site_name	endpoint	GC_correction	central_cov	fft_10_magnitude	mean_cov	-990	-975	-960	-945	-930	-915	-900	-885	-870	-855	-840	-825	-810	-795	-780	-765	-750	-735	-720	-705	-690	-675	-660	-645	-630	-615	-600	-585	-570	-555	-540	-525	-510	-495	-480	-465	-450	-435	-420	-405	-390	-375	-360	-345	-330	-315	-300	-285	-270	-255	-240	-225	-210	-195	-180	-165	-150	-135	-120	-105	-90	-75	-60	-45	-30	-15	0	15	30	45	60	75	90	105	120	135	150	165	180	195	210	225	240	255	270	285	300	315	330	345	360	375	390	405	420	435	450	465	480	495	510	525	540	555	570	585	600	615	630	645	660	675	690	705	720	735	750	765	780	795	810	825	840	855	870	885	900	915	930	945	960	975
MBC_1115_4_ULP	MBC_1115	+	0.148147928	0.2652		ER_neg_0_5_FC	midpoint	GC_corrected	1.085445	0.3559342537859177	0.9977853030303033	1.01147	0.96653	0.95157	0.95681	0.91643	0.95461	0.99064	1.0075	1.00153	1.01462	1.01515	1.00186	1.01329	0.96381	0.91879	0.94581	0.92926	0.9197	0.90187	0.93632	0.97628	0.98662	0.98907	0.961	0.9754	1.01644	1.0148	1.00688	0.98025	1.00908	1.04517	1.03901	1.02705	0.97438	0.97708	0.97252	0.95325	0.93552	0.95374	0.99046	1.02151	1.01733	0.9942	0.97276	0.97859	0.93469	0.9232	0.9296	0.97482	1.00518	0.98545	0.95612	0.94142	0.95122	0.9513	0.93927	0.94364	0.94865	1.00489	1.03613	1.02946	1.04287	1.05709	1.07826	1.0954	1.10188	1.08105	1.06345	1.05756	1.04643	1.02473	1.04086	1.05736	1.06122	1.07008	1.04266	1.00629	1.01685	1.02306	1.00882	1.03371	1.07482	1.10418	1.09606	1.06286	0.99639	0.97766	0.9786	0.93529	0.91594	0.95931	0.97095	0.98701	0.9962	0.99473	0.98541	0.99898	0.96769	0.93882	0.9359	0.94635	0.94407	0.97335	1.02786	1.05422	1.05614	1.0741	1.05986	1.0342	1.00318	0.95714	0.94356	0.96684	1.00888	1.0379	1.05057	1.06379	1.04833	1.0381	1.00599	1.00635	1.02718	1.01718	1.03792	1.04386	1.00549	0.99454	0.95871	0.97875	0.95625	0.98428	0.97529
MBC_1115_4_ULP	MBC_1115	+	0.148147928	0.2652		ER_neg_heme_0_5_FC	midpoint	GC_corrected	0.9388974999999999	2.2200845248574663	0.966997727272727	0.97244	0.93833	0.9212	0.91916	0.94741	0.93406	0.96504	0.96127	0.97735	0.95809	0.95235	0.93097	0.92969	0.91569	0.89999	0.92226	0.90932	0.93706	0.99554	1.00857	1.06661	1.09636	1.09157	1.06346	1.02124	1.01096	0.95013	0.97358	0.97809	0.96152	0.9478	0.94359	0.92346	0.91048	0.87511	0.85379	0.84536	0.87483	0.8484	0.84363	0.86274	0.91372	0.93091	0.97955	1.01565	1.03855	1.05646	1.06126	1.00552	0.98274	0.91616	0.87313	0.86028	0.88156	0.90735	0.94245	0.98138	1.05351	1.10241	1.11881	1.07877	1.06713	1.05841	1.01179	0.97021	0.93686	0.91553	0.93299	0.95021	0.95716	0.96098	0.98019	0.98262	1.00858	1.03511	1.00453	1.00264	0.9934	0.98126	0.97823	0.96752	0.9602	0.95213	0.96963	0.97176	0.94344	0.94199	0.9627	0.96482	0.97301	0.98311	0.97673	0.97452	0.96781	0.94344	0.9236	0.92228	0.93547	0.94228	0.96975	1.00652	1.01361	1.00894	0.98658	0.95438	0.94254	0.93566	0.93033	0.93375	0.95388	0.97987	0.99876	0.99504	0.99699	0.98233	0.94644	0.9245	0.92327	0.88541	0.90151	0.90348	0.94307	0.99704	1.02448	1.00723	1.02087	1.02739	1.03985	1.03491	1.02704	0.99873	1.00661
MBC_1115_4_ULP	MBC_1115	+	0.148147928	0.2652		ER_pos_0_5_FC	midpoint	GC_corrected	0.997915	1.0258944366048284	0.9812256818181817	0.97215	0.97746	0.98053	0.99813	0.96988	0.95074	0.95357	0.94265	0.95466	0.94848	0.95611	0.99578	0.99704	1.00621	1.0068	0.9854	0.97465	0.97667	0.96824	0.96495	0.96173	0.97764	0.99392	1.02458	1.0579	1.02956	1.0326	1.03487	1.02226	1.01158	1.00586	0.98514	0.97239	0.9805	0.97615	0.93058	0.93162	0.94104	0.9717	0.9603	0.97345	0.95643	0.93743	0.9267	0.91433	0.90583	0.91017	0.94291	0.99194	1.00223	1.02053	1.01499	0.97453	0.94557	0.92442	0.91051	0.89064	0.93554	0.97794	0.98878	0.99408	1.01552	1.0015	1.02128	0.99384	0.99715	0.98339	1.01728	1.00401	1.00799	1.00155	1.0159	0.99303	0.99845	0.98878	1.00448	0.97635	0.97468	0.97595	0.98254	0.97702	0.96533	0.94505	0.94269	0.98754	1.01746	1.00926	1.03171	1.03676	0.99078	0.98733	0.97	0.94706	0.96223	0.97967	1.00884	1.00145	1.02499	0.99135	0.98129	0.97245	0.95736	0.96944	0.97988	0.98515	0.98606	0.98131	0.9838	0.95338	0.97638	0.93991	0.95301	0.97736	0.95511	0.96308	0.96078	0.99383	0.97937	0.97817	1.00335	0.95787	0.99155	1.00267	0.9921	0.98979	1.01632	1.05052	1.03731	1.0336	1.00647	0.96497	0.99699
MBC_1115_4_ULP	MBC_1115	+	0.148147928	0.2652		ER_pos_heme_0_5_FC	midpoint	GC_corrected	0.9274725	0.49228132528652324	0.9583734848484851	0.92719	0.94441	0.93546	0.96332	0.97593	0.94763	0.94385	0.90488	0.88798	0.91471	0.9279	0.9775	1.0142	1.06408	1.07224	1.07786	1.04512	1.02366	1.03813	1.03604	1.01908	0.98795	0.97821	0.95023	0.94074	0.96118	0.93373	0.93516	0.9431	0.94678	0.92173	0.91785	0.9262	0.91858	0.91715	0.94428	0.91102	0.91938	0.93474	0.93897	0.94251	0.96914	0.96341	0.96613	0.97077	0.95579	0.93645	0.9478	0.89607	0.87722	0.86211	0.88951	0.89364	0.9035	0.92967	0.94013	1.01055	1.02268	1.00077	1.01913	1.00696	1.03337	1.00935	0.97301	0.94363	0.93452	0.92832	0.90342	0.91803	0.94091	0.94219	0.96684	0.99163	0.98425	0.9915	0.97328	0.93982	0.92865	0.93159	0.94363	0.91784	0.90772	0.91707	0.95829	0.99661	1.00367	1.02623	1.02814	1.00548	0.98558	0.93866	0.87942	0.86609	0.91334	0.92327	0.94723	0.96836	0.9588	0.93331	0.94348	0.93623	0.92205	0.95579	0.97258	0.96643	0.96532	0.94641	0.94974	0.95829	0.9483	0.96233	0.97585	0.99183	0.98927	0.98113	0.96448	0.97718	0.98033	0.97816	0.95975	0.98612	0.97251	0.96026	0.97085	0.96098	0.97649	0.983	0.9959	0.98239	0.96983	0.9597	0.9372
MBC_1421_2_ULP	MBC_1421	-	0.18133696	0.1822	1.0	ER_neg_0_5_FC	midpoint	GC_corrected	0.9102975	1.8271715331665639	0.9908007575757577	1.0059	0.99115	0.9668	0.93465	0.92377	0.94802	0.97923	0.99634	1.01462	1.05151	1.0237	1.004	1.00397	1.00546	1.01048	1.00693	1.00076	0.97727	0.98427	1.00415	1.00057	1.00347	1.02852	1.04996	1.05252	1.04611	1.01312	0.97137	0.96387	0.97565	0.96496	0.97056	0.97408	1.02397	1.01943	1.02174	1.00214	1.01367	1.02613	1.02774	1.0155	1.00221	0.9681	0.99659	0.99384	1.0095	1.01608	1.02107	1.01164	1.02585	1.01303	0.99457	0.97121	1.01222	1.01931	1.02027	1.02246	1.01699	1.00805	1.00834	0.99416	0.97272	0.97334	0.97274	0.92896	0.91676	0.90351	0.89196	0.89702	0.93165	0.98608	0.99347	1.02103	1.02077	0.98545	0.98895	0.95975	0.95869	0.96838	0.99821	1.00944	1.01611	1.0184	1.01797	0.9933	0.99984	0.97666	0.95859	0.95287	0.9372	0.91511	0.93948	0.96119	0.98009	1.00814	1.02481	1.02737	1.02754	1.00656	0.97277	0.92682	0.91926	0.91066	0.90407	0.92329	0.95566	1.00549	1.03458	1.0539	1.08322	1.0781	1.07057	1.03669	1.01791	0.99517	0.9952	0.98198	0.96087	0.95611	0.96508	0.98071	1.0064	1.03781	1.06413	1.05378	1.03734	1.01661	1.00003	0.95069	0.91083	0.90483	0.91148
MBC_1421_2_ULP	MBC_1421	-	0.18133696	0.1822	1.0	ER_neg_heme_0_5_FC	midpoint	GC_corrected	0.9325625000000001	1.4344381859938524	0.9627460606060609	1.03191	0.98455	0.96241	0.94798	0.95872	0.94759	0.96004	1.01023	1.04417	1.04714	1.0314	0.98508	0.99881	0.96077	0.95514	0.96516	1.00026	1.02104	1.02005	1.04576	1.0674	1.03154	1.02802	0.96232	0.92577	0.90942	0.91196	0.88882	0.87889	0.93006	0.96689	0.96555	0.99138	0.98364	0.9813	0.95732	0.95212	0.95571	0.94038	0.9591	0.9751	0.98191	0.99908	0.98893	0.98417	0.96458	0.96783	0.9805	0.95531	0.92859	0.90485	0.90924	0.92119	0.91584	0.93708	0.9509	0.97928	0.989	0.97845	0.94503	0.91074	0.89421	0.88621	0.8914	0.9118	0.92733	0.95286	0.93826	0.95531	0.93645	0.90562	0.89293	0.89581	0.92531	0.96684	1.01387	1.05481	1.07002	1.07161	1.0387	0.99223	0.94172	0.92579	0.92097	0.94689	0.98391	1.02302	1.04598	1.03386	1.00848	0.96308	0.89712	0.88044	0.85977	0.87046	0.88639	0.9199	0.94259	0.94807	0.95446	0.91831	0.90934	0.90652	0.88154	0.87322	0.87158	0.9017	0.91843	0.95337	0.98338	0.98288	1.01699	1.01666	0.99088	0.96553	0.93497	0.92774	0.91947	0.95571	0.97929	1.0149	1.04848	1.06358	1.05533	1.03752	1.00802	0.98759	0.98721	0.97488	0.9617	0.95536	0.97252
MBC_1421_2_ULP	MBC_1421	-	0.18133696	0.1822	1.0	ER_pos_0_5_FC	midpoint	GC_corrected	1.021355	0.4083619152863519	0.995146287878788	1.01646	0.99961	1.01339	1.00328	0.97574	0.94461	0.91424	0.9012	0.91863	0.91712	0.94112	0.95379	0.97943	0.97228	0.95258	0.90072	0.88886	0.89684	0.95403	0.96155	0.98939	1.00561	1.04402	1.06563	1.06639	1.07239	1.05799	1.04135	1.0416	1.03069	1.03941	1.02001	1.0213	1.01732	0.97279	0.97071	0.94679	0.96146	0.9879	1.022	1.01665	1.00385	0.97309	0.9638	0.94347	0.95221	0.96116	0.99551	1.0358	1.05867	1.03913	1.02923	0.99139	0.99319	0.99511	0.9896	0.99012	0.99701	1.02186	1.02166	1.00274	1.00928	1.00237	1.00589	1.00352	1.0076	1.03237	1.04193	1.03307	1.02015	1.00419	1.01121	1.00629	0.99143	1.00482	1.00936	1.01931	0.97826	0.93985	0.9491	0.95421	0.96406	0.96115	0.9744	1.01627	1.00878	0.97589	0.92946	0.93514	0.94981	0.98274	0.99329	0.98797	0.98983	0.99188	1.01071	1.00396	0.99748	1.01542	1.02746	1.04249	1.03809	1.03642	1.01284	1.0054	1.0247	1.02384	0.99936	1.00836	1.01365	1.01404	1.02553	1.0171	1.01544	1.01552	0.97727	0.98897	0.97224	0.97586	1.00844	1.05522	1.07337	1.0696	1.06435	1.03582	0.98646	0.99863	0.94692	0.92995	0.93899	0.96889	0.98016
MBC_1421_2_ULP	MBC_1421	-	0.18133696	0.1822	1.0	ER_pos_heme_0_5_FC	midpoint	GC_corrected	0.9542775	0.9844731365549001	0.971952727272727	1.02241	1.00154	1.01674	1.00112	0.98927	0.99557	0.97771	0.96322	0.96382	0.96877	0.91452	0.90592	0.91288	0.91373	0.92179	0.91223	0.94127	0.94585	0.97517	1.00323	1.00987	1.03242	1.01574	1.00473	0.96901	0.92822	0.94653	0.91936	0.94066	0.95459	0.96025	0.9776	0.96223	0.96694	0.94881	0.94927	0.98635	0.97132	0.98323	0.98638	0.98598	1.01998	1.01357	1.02035	1.0104	1.008	1.02445	0.98636	0.97037	0.93806	0.91254	0.91197	0.90535	0.94464	0.96378	0.98476	1.01718	1.01292	0.9942	0.98566	0.95634	0.94406	0.93125	0.9345	0.94565	0.95245	0.95074	0.96827	0.97603	0.98057	0.95625	0.95831	0.95784	0.9458	0.96074	0.95227	0.96281	0.97595	0.95951	0.96968	0.97103	0.99277	0.97173	0.97696	0.9766	0.99552	0.99359	0.99154	0.99169	1.00914	0.99089	0.95936	0.89385	0.91596	0.9302	0.96041	0.96128	0.97183	0.97979	0.98821	0.99087	0.95153	0.92594	0.96713	0.9885	0.98093	0.99065	0.97787	0.97628	0.98618	0.98621	0.95336	0.96642	0.96803	0.96907	0.96315	0.98291	0.97402	0.96488	0.95795	0.97456	0.98887	1.00909	1.00943	1.00747	1.01818	1.02234	1.009	0.97335	0.98947	1.02025	1.02171
MBC_1407_2_ULP	MBC_1407	-	0.144436971	0.07658		ER_neg_0_5_FC	midpoint	GC_corrected	1.0122749999999998	0.4596704241740645	0.9905075000000001	0.9477	0.95019	0.9447	0.9654	0.97442	1.00181	1.02077	1.02836	1.03146	1.01603	1.02206	1.00649	0.99551	1.00001	0.97051	0.98202	0.98444	1.00354	1.02004	1.008	0.98327	0.98835	1.0284	1.03222	1.02297	1.05847	1.07306	1.07593	1.05993	1.00172	0.95114	0.96182	1.01436	1.02383	1.02826	1.04255	1.01119	0.97872	0.96522	0.9604	0.9594	0.96385	0.99016	1.02573	1.0039	1.00583	0.9803	0.96436	0.9733	0.99881	0.98911	0.99224	0.99522	1.02092	0.99931	1.01007	1.0216	1.00542	1.00729	1.00182	0.9961	0.98539	1.0016	1.01121	0.99913	1.01731	1.02226	1.0104	0.98721	0.96822	0.95665	0.90836	0.92961	0.94561	0.96001	0.96706	0.98464	0.96761	0.93805	0.96995	0.98253	0.94752	0.97802	1.0159	1.04344	1.00621	1.01899	0.97811	0.96905	0.96631	0.95328	0.90752	0.92945	0.94482	0.98618	0.97337	1.00718	1.04936	1.05224	1.03168	1.03587	1.01374	1.02851	1.01261	0.98565	0.94839	0.92649	0.94623	0.93712	0.93772	0.96558	0.97601	0.97876	0.99502	0.97493	0.98532	0.96822	0.99593	1.01124	1.00752	1.01844	0.99118	0.97049	0.9997	0.97616	0.95701	0.93825	0.94408	0.97302	1.01086	1.01709	1.0084
