overall	high_tfx	low_tfx
0.64583	0.64865	0.63636
0.73469	0.81818	0.56250
0.78846	0.85366	0.54545
0.89130	0.86111	1.00000
0.86538	0.89474	0.78571
0.75510	0.81818	0.62500
0.89583	0.94118	0.78571
0.88235	0.92105	0.76923
0.82353	0.84211	0.76923
0.78000	0.84615	0.54545
0.74510	0.82500	0.45455
0.90741	0.92500	0.85714
0.82000	0.90244	0.44444
0.83333	0.83784	0.82353
0.78182	0.88235	0.61905
0.84444	0.84375	0.84615
0.79592	0.84615	0.60000
0.82222	0.87879	0.66667
0.74000	0.83784	0.46154
0.74138	0.82500	0.55556
0.80392	0.84848	0.72222
0.80000	0.80000	0.80000
0.77778	0.86842	0.56250
0.81633	0.89189	0.58333
0.71429	0.75676	0.58333
0.82353	0.87179	0.66667
0.84783	0.87879	0.76923
0.83333	0.93333	0.66667
0.71154	0.73810	0.60000
0.77551	0.81579	0.63636
0.68519	0.84615	0.26667
0.78000	0.82353	0.68750
0.82692	0.89189	0.66667
0.75000	0.82051	0.53846
0.79167	0.83333	0.72222
0.88372	0.92857	0.80000
0.81633	0.90323	0.66667
0.82000	0.88889	0.64286
0.82692	0.87179	0.69231
0.82353	0.91667	0.60000
0.78846	0.88889	0.56250
0.77083	0.88235	0.50000
0.88462	1.00000	0.64706
0.82540	0.84091	0.78947
0.72222	0.74286	0.68421
0.81818	0.85000	0.73333
0.74510	0.86111	0.46667
0.77083	0.82857	0.61538
0.82609	0.84848	0.76923
0.86275	0.88889	0.80000
0.84906	0.94737	0.60000
0.80000	0.85294	0.68750
0.79167	0.85714	0.61538
0.79310	0.88372	0.53333
0.81132	0.89474	0.60000
0.63636	0.70968	0.46154
0.79630	0.82500	0.71429
0.85185	0.88571	0.78947
0.82222	0.88235	0.63636
0.79310	0.83333	0.68750
0.80000	0.86486	0.61538
0.86957	0.94118	0.66667
0.83019	0.87500	0.69231
0.81132	0.84615	0.71429
0.82000	0.84615	0.72727
0.76364	0.87179	0.50000
0.92000	0.92308	0.90909
0.83333	0.91892	0.54545
0.81633	0.86842	0.63636
0.83333	0.87179	0.73333
0.80851	0.93548	0.56250
0.83333	0.93548	0.64706
0.80769	0.90000	0.50000
0.82456	0.84783	0.72727
0.78571	0.82609	0.60000
0.86538	0.87879	0.84211
0.87755	0.92105	0.72727
0.82353	0.82051	0.83333
0.75472	0.80556	0.64706
0.73913	0.78125	0.64286
0.80000	0.81081	0.76923
0.87500	0.90698	0.76923
0.86957	0.91176	0.75000
0.73214	0.81579	0.55556
0.76087	0.90625	0.42857
0.77358	0.80000	0.69231
