overall	high_tfx	low_tfx
0.75000	0.83784	0.45455
0.73469	0.72727	0.75000
0.82692	0.87805	0.63636
0.86957	0.91667	0.70000
0.80769	0.89474	0.57143
0.83673	0.87879	0.75000
0.77083	0.94118	0.35714
0.86275	0.89474	0.76923
0.88235	0.89474	0.84615
0.80000	0.87179	0.54545
0.86275	0.87500	0.81818
0.90741	0.92500	0.85714
0.82000	0.87805	0.55556
0.81481	0.83784	0.76471
0.80000	0.88235	0.66667
0.84444	0.90625	0.69231
0.77551	0.82051	0.60000
0.82222	0.90909	0.58333
0.72000	0.81081	0.46154
0.65517	0.72500	0.50000
0.76471	0.90909	0.50000
0.77778	0.83333	0.66667
0.77778	0.81579	0.68750
0.89796	0.97297	0.66667
0.79592	0.81081	0.75000
0.82353	0.87179	0.66667
0.80435	0.84848	0.69231
0.85417	0.93333	0.72222
0.80769	0.83333	0.70000
0.87755	0.94737	0.63636
0.70370	0.87179	0.26667
0.78000	0.85294	0.62500
0.82692	0.86486	0.73333
0.76923	0.89744	0.38462
0.85417	0.90000	0.77778
0.86047	0.92857	0.73333
0.75510	0.90323	0.50000
0.76000	0.86111	0.50000
0.82692	0.84615	0.76923
0.72549	0.88889	0.33333
0.78846	0.94444	0.43750
0.85417	0.94118	0.64286
0.90385	0.97143	0.76471
0.76190	0.88636	0.47368
0.87037	0.85714	0.89474
0.87273	0.90000	0.80000
0.78431	0.86111	0.60000
0.68750	0.82857	0.30769
0.84783	0.84848	0.84615
0.88235	0.91667	0.80000
0.88679	0.92105	0.80000
0.72000	0.76471	0.62500
0.77083	0.88571	0.46154
0.84483	0.88372	0.73333
0.83019	0.92105	0.60000
0.68182	0.74194	0.53846
0.87037	0.87500	0.85714
0.88889	0.88571	0.89474
0.80000	0.85294	0.63636
0.86207	0.88095	0.81250
0.84000	0.89189	0.69231
0.86957	0.97059	0.58333
0.84906	0.87500	0.76923
0.84906	0.89744	0.71429
0.80000	0.82051	0.72727
0.83636	0.89744	0.68750
0.86000	0.89744	0.72727
0.91667	0.97297	0.72727
0.83673	0.89474	0.63636
0.77778	0.84615	0.60000
0.82979	0.93548	0.62500
0.77083	0.90323	0.52941
0.82692	0.87500	0.66667
0.85965	0.86957	0.81818
0.78571	0.80435	0.70000
0.90385	0.90909	0.89474
0.81633	0.89474	0.54545
0.82353	0.82051	0.83333
0.84906	0.88889	0.76471
0.76087	0.75000	0.78571
0.80000	0.83784	0.69231
0.91071	0.95349	0.76923
0.80435	0.85294	0.66667
0.78571	0.84211	0.66667
0.82609	0.90625	0.64286
0.84906	0.85000	0.84615
0.86207	0.86667	0.84615
0.82353	0.86842	0.69231
0.82979	0.85714	0.75000
0.82000	0.86486	0.69231
0.80702	0.90244	0.56250
0.76471	0.91429	0.43750
0.89286	0.97778	0.54545
0.86538	0.92500	0.66667
0.82927	0.85714	0.76923
0.77778	0.88235	0.45455
0.80000	0.85714	0.60000
0.89362	0.91892	0.80000
0.80357	0.83333	0.71429
0.86792	0.89474	0.80000
0.77083	0.82857	0.61538
0.85185	0.86842	0.81250
0.87234	0.91429	0.75000
0.92453	0.95238	0.81818
0.74000	0.84211	0.41667
0.84615	0.89474	0.71429
0.87500	0.87500	0.87500
0.74545	0.79487	0.62500
0.80392	0.89744	0.50000
0.89130	0.96552	0.76471
0.88235	0.94286	0.75000
0.80702	0.86486	0.70000
0.87755	0.97143	0.64286
0.81132	0.85714	0.72222
0.83929	0.87179	0.76471
0.74000	0.90323	0.47368
0.82979	0.85714	0.75000
0.88235	0.88095	0.88889
0.82979	0.93333	0.64706
0.81481	0.85000	0.71429
0.88679	0.94595	0.75000
0.85455	0.86047	0.83333
0.82979	0.87179	0.62500
0.77551	0.86111	0.53846
0.73214	0.84615	0.47059
0.84783	0.89189	0.66667
0.76364	0.87805	0.42857
0.86275	0.92105	0.69231
0.74074	0.89189	0.41176
0.83333	0.84211	0.80000
0.85000	0.89655	0.72727
0.79245	0.90244	0.41667
0.86792	0.92105	0.73333
0.77551	0.88571	0.50000
0.85714	0.91429	0.71429
0.84615	0.90244	0.63636
0.82609	0.82353	0.83333
0.74000	0.82051	0.45455
0.87273	0.88095	0.84615
0.83333	0.88571	0.69231
0.78431	0.81250	0.73684
0.82692	0.88889	0.68750
0.69565	0.81818	0.38462
0.87755	0.94872	0.60000
0.76596	0.86486	0.40000
0.78431	0.87500	0.63158
0.78261	0.87879	0.53846
0.85106	0.86486	0.80000
0.82692	0.84615	0.76923
0.84783	0.86486	0.77778
0.76364	0.88571	0.55000
0.76471	0.87879	0.55556
0.69231	0.87097	0.42857
0.90196	0.92308	0.83333
0.84615	0.88889	0.75000
0.90741	1.00000	0.64286
0.80435	0.81818	0.76923
0.88679	0.94444	0.76471
0.86792	0.88889	0.75000
0.79545	0.86207	0.66667
0.72000	0.79412	0.56250
0.75510	0.82857	0.57143
0.79630	0.88889	0.61111
0.76596	0.80000	0.66667
