overall	high_tfx	low_tfx
0.88811	0.91176	0.83333
0.82274	0.87500	0.69841
0.91111	0.94048	0.78571
0.90769	0.90159	1.00000
0.89732	0.92157	0.83673
0.89057	0.95238	0.73333
0.91005	0.95139	0.64444
0.94753	0.96359	0.88095
0.89130	0.88515	0.92857
0.87436	0.90833	0.67857
0.91077	0.90476	0.90000
0.94231	0.95000	0.89583
0.90148	0.91422	0.70000
0.87500	0.89474	0.80000
0.88228	0.95439	0.67593
0.86508	0.87698	0.78571
0.84007	0.87302	0.62500
0.90675	0.95956	0.62500
0.84160	0.90000	0.67500
0.89543	0.92732	0.79221
0.87778	0.91270	0.70370
0.84722	0.86111	0.72222
0.88414	0.93557	0.75000
0.95772	0.95833	1.00000
0.81145	0.79503	0.90625
0.92163	0.92895	0.92593
0.87524	0.89630	0.80000
0.89860	0.93750	0.68750
0.85863	0.87731	0.70833
0.90468	0.95000	0.63333
0.78022	0.90263	0.30357
0.86378	0.90278	0.73333
0.88939	0.92262	0.77778
0.89687	0.94022	0.58333
0.92174	0.93519	0.83117
0.98465	0.98980	0.96000
0.85690	0.94167	0.54167
0.87762	0.91950	0.54167
0.91406	0.93333	0.72500
0.84938	0.94118	0.38636
0.89481	0.96753	0.56364
0.92525	0.95652	0.80000
0.95915	1.00000	0.69048
0.87903	0.91875	0.69318
0.88477	0.86667	0.96429
0.89788	0.91228	0.82000
0.84953	0.91875	0.53704
0.76573	0.80333	0.59091
0.84211	0.81538	0.88095
0.97022	0.99071	0.96000
0.95286	0.98599	0.76786
0.82853	0.88889	0.51562
0.81565	0.90523	0.50000
0.89128	0.93290	0.66667
0.88714	0.93075	0.61111
0.78846	0.83333	0.63333
0.91172	0.93734	0.85000
0.93004	0.95667	0.90476
0.91700	0.94444	0.62500
0.86832	0.89583	0.74545
0.89533	0.91765	0.78571
0.92381	0.98246	0.55556
0.89589	0.91980	0.66667
0.88793	0.91005	0.83333
0.90312	0.90278	1.00000
0.93414	0.95789	0.80000
0.89610	0.91799	0.60714
0.95804	0.98538	0.71429
0.90000	0.91389	0.76667
0.82759	0.89722	0.56000
0.93818	0.97479	0.83636
0.89410	0.99580	0.57143
0.89137	0.90727	0.85185
0.90323	0.90264	0.77778
0.83908	0.85227	0.72000
0.92627	0.93233	0.88095
0.94667	0.96639	0.75000
0.89506	0.91444	0.85714
0.92098	0.97812	0.67308
0.86200	0.85020	0.92500
0.85600	0.87427	0.90476
0.91538	0.94156	0.70000
0.89036	0.92982	0.75000
0.80077	0.83056	0.76623
0.92381	0.96078	0.81250
0.88462	0.88235	0.83333
0.92242	0.93277	0.92500
0.92320	0.96944	0.63889
0.91209	0.96503	0.65625
0.87662	0.90936	0.83333
0.88747	0.91795	0.71875
0.87112	0.95000	0.56410
0.93462	0.97628	0.64286
0.89505	0.92582	0.66667
0.85641	0.90556	0.67500
0.91770	0.98571	0.57143
0.87931	0.91259	0.61905
0.99436	0.99412	1.00000
0.93620	0.93981	0.97917
0.94058	0.91944	1.00000
0.82716	0.87667	0.54762
0.87097	0.89286	0.80952
0.90182	0.92763	0.77778
0.92098	0.93135	0.90000
0.90385	0.96232	0.51852
0.90963	0.95518	0.75000
0.94872	0.96000	1.00000
0.79857	0.84167	0.56364
0.88254	0.93122	0.59259
0.93462	0.98421	0.77143
0.93012	0.97712	0.78333
0.91176	0.93939	0.82292
0.93813	0.99333	0.64583
0.96188	0.97386	0.92308
0.88542	0.94293	0.63889
0.85027	0.89048	0.69048
0.88043	0.94079	0.68750
0.88387	0.88706	0.72222
0.94928	0.98643	0.84286
0.88340	0.88722	0.85417
0.90456	0.96667	0.50909
0.91667	0.93478	0.85714
0.88519	0.92328	0.33333
0.85500	0.90794	0.44444
0.85829	0.90909	0.60000
0.91288	0.93860	0.66667
0.89067	0.93810	0.87500
0.92599	0.94203	0.75000
0.82917	0.86970	0.70833
0.85357	0.85994	0.80952
0.88800	0.89899	0.78571
0.89368	0.94019	0.65714
0.94571	0.96953	0.87037
0.86395	0.95667	0.41667
0.87000	0.91118	0.75000
0.91875	0.92584	0.30000
0.88000	0.87197	0.93750
0.86988	0.90857	0.66667
0.89390	0.90227	0.83333
0.83130	0.88235	0.60000
0.88735	0.92969	0.81818
0.89055	0.93189	0.81250
0.83135	0.88519	0.26667
0.92007	0.97778	0.70833
0.88000	0.89706	0.93750
0.85340	0.92460	0.68889
0.85038	0.91852	0.61905
0.94505	0.96970	0.87500
0.88018	0.90642	0.72222
0.88846	0.91026	0.92857
0.89919	0.95804	0.66667
0.82857	0.88148	0.61111
0.83939	0.92437	0.55769
0.92769	0.94180	0.87500
0.91013	0.96753	0.64583
0.97517	1.00000	0.81250
0.82692	0.87868	0.56667
0.91714	0.97523	0.68056
0.96011	0.97222	0.91667
0.85417	0.90952	0.68000
0.86167	0.89931	0.77083
0.90803	0.93464	0.81250
0.89043	0.89610	0.82143
0.89818	0.91503	0.71429
0.89065	0.93611	0.61538
0.86000	0.95088	0.48000
0.90752	1.00000	0.58333
0.91026	0.95652	0.87500
0.82940	0.87815	0.71667
0.87963	0.93906	0.42500
0.91026	0.94558	0.76667
0.90725	0.95845	0.61364
0.80796	0.86288	0.61364
0.93750	0.98542	0.62500
0.86265	0.90556	0.44444
