overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.90587	0.95338	0.92949	0.97619	0.85513	1.00000	0.95833	0.76923	0.88632	0.90629	0.92949	0.90865	0.86634	0.96612	0.97350
0.93227	0.95926	0.96032	0.94568	0.93457	0.87222	0.99136	0.81515	0.93403	0.91502	0.96000	0.95694	0.91481	0.98741	0.96111
0.78738	0.88039	0.83866	0.66667	0.62246	1.00000	0.87731	0.75441	0.66625	0.85087	0.71765	0.98431	0.76615	0.79465	0.89412
0.93706	0.99693	0.92891	0.97849	0.97067	1.00000	0.98346	0.81505	0.97097	0.90054	0.94917	1.00000	0.91011	0.99194	0.98925
0.92999	0.95686	0.89216	0.96941	0.90686	1.00000	0.97301	0.90588	0.96601	0.90706	0.91131	0.97412	0.90872	0.97765	0.98403
0.89679	0.93438	0.86771	0.86944	0.89062	0.98438	0.96683	0.83839	0.89901	0.89938	0.91023	0.90500	0.87270	0.92452	0.95536
0.91324	0.89014	0.89821	0.94542	0.90269	1.00000	0.99413	0.80106	0.96982	0.88732	0.88263	0.98239	0.89902	0.93964	0.98592
0.94264	0.93375	0.95057	0.93125	0.90000	0.97812	0.97981	0.90781	0.92768	0.94913	0.89687	0.97679	0.92571	0.98194	0.99205
0.92577	0.96173	0.90370	0.91495	0.90000	1.00000	0.98878	0.86831	0.93333	0.92416	0.89259	0.96120	0.90895	0.94533	1.00000
0.92431	0.95817	0.93144	0.96134	0.88824	0.97647	0.98824	0.79608	0.95137	0.90560	0.94118	0.93464	0.90279	0.96250	0.98588
0.90941	0.93724	0.94885	0.93067	0.95174	1.00000	0.96708	0.73016	0.85802	0.88794	0.95370	0.99439	0.86866	0.96296	0.98501
0.88761	0.92589	0.94747	0.84909	0.93089	0.99085	0.98902	0.70655	0.83808	0.89396	0.95993	0.87805	0.84944	0.98780	0.96585
0.91905	0.93007	0.96983	0.92692	0.85256	0.98352	0.98590	0.83425	0.89167	0.93809	0.88095	0.93590	0.90743	0.90842	0.98323
