overall	high_tfx	low_tfx
0.80769	0.91176	0.53333
0.81773	0.86765	0.69841
0.87407	0.95000	0.42857
0.80577	0.84127	0.60000
0.80506	0.80672	0.79592
0.81145	0.83730	0.76667
0.85891	0.93056	0.53333
0.85031	0.89356	0.78571
0.87422	0.94398	0.69048
0.85059	0.88889	0.71429
0.74308	0.81203	0.43333
0.82418	0.86750	0.66667
0.81445	0.88235	0.55000
0.81456	0.85673	0.65714
0.72751	0.86316	0.45370
0.78373	0.84524	0.59524
0.76263	0.78307	0.62500
0.89683	0.92647	0.78125
0.79840	0.89412	0.50000
0.85216	0.97744	0.46753
0.79206	0.87302	0.61728
0.72421	0.86574	0.42593
0.80828	0.87395	0.56250
0.84926	0.88690	0.72727
0.80303	0.84783	0.84375
0.84326	0.84737	0.85185
0.88847	0.93704	0.75000
0.81119	0.89286	0.62500
0.81845	0.82639	0.79167
0.75920	0.86667	0.33333
0.83516	0.88158	0.69643
0.79808	0.89583	0.46667
0.77879	0.85714	0.61111
0.76719	0.86141	0.44444
0.75130	0.77778	0.72727
0.81140	0.92857	0.44000
0.76599	0.87917	0.54167
0.74718	0.79257	0.62500
0.79375	0.86944	0.47500
0.74534	0.86997	0.56818
0.85333	0.91558	0.65455
0.88283	0.93676	0.72500
0.87908	0.92667	0.69048
0.79839	0.86458	0.59091
0.76680	0.81667	0.67857
0.80504	0.87218	0.60000
0.80251	0.85000	0.59259
0.85490	0.89333	0.90909
0.83821	0.83077	0.85714
0.88558	0.92879	0.82000
0.85571	0.86275	0.83929
0.84776	0.90278	0.68750
0.76174	0.85948	0.47500
0.76941	0.83766	0.57407
0.80714	0.90028	0.51852
0.79487	0.81250	0.76667
0.71862	0.74687	0.60000
0.76955	0.81333	0.75000
0.81781	0.86111	0.79167
0.79503	0.85648	0.61818
0.84863	0.93529	0.54762
0.79048	0.88421	0.38889
0.76246	0.84962	0.43333
0.80747	0.85714	0.72917
0.80131	0.80000	0.80000
0.85887	0.93421	0.60000
0.81818	0.81481	0.75000
0.91259	0.95322	0.67857
0.84500	0.88889	0.66667
0.79862	0.87778	0.50000
0.79818	0.81513	0.80000
0.77431	0.89496	0.48571
0.79613	0.83208	0.62963
0.79404	0.84990	0.44444
0.78161	0.75758	0.92000
0.87558	0.89098	0.84524
0.86667	0.92437	0.58333
0.79630	0.89840	0.54286
0.77443	0.87500	0.32692
0.82231	0.90283	0.65000
0.79680	0.83041	0.73810
0.89744	0.93506	0.67500
0.82609	0.87368	0.53125
0.78672	0.80000	0.75325
0.74857	0.77255	0.66667
0.78205	0.80051	0.72222
0.82061	0.88655	0.55000
0.79624	0.91111	0.25000
0.71612	0.84266	0.37500
0.79545	0.90058	0.63889
0.76982	0.86667	0.39062
0.75621	0.88000	0.30769
0.87949	0.94071	0.60714
0.86057	0.93681	0.37037
0.76154	0.80556	0.70000
0.86626	0.92857	0.64286
0.77586	0.83217	0.57143
0.89662	0.89412	1.00000
0.87891	0.92130	0.72917
0.81449	0.89167	0.47222
0.74074	0.79000	0.50000
0.82468	0.88690	0.66667
0.77091	0.79276	0.69444
0.91810	0.91076	0.93333
0.68750	0.84348	0.11111
0.82222	0.87115	0.60417
0.80128	0.82783	0.57143
0.73286	0.85278	0.43636
0.84762	0.92593	0.62963
0.82885	0.97895	0.40000
0.86180	0.96405	0.71667
0.80691	0.91212	0.56250
0.84950	0.97333	0.43750
0.81378	0.89216	0.58462
0.90234	0.92935	0.86111
0.80036	0.85238	0.66667
0.75000	0.80592	0.56250
0.81774	0.87059	0.55556
0.75543	0.82353	0.64286
0.84225	0.91729	0.58333
0.79772	0.89697	0.40000
0.82143	0.85000	0.77143
0.89630	0.94180	0.50000
0.72667	0.80952	0.52778
0.72326	0.81551	0.43333
0.87121	0.91228	0.61111
0.86000	0.90238	0.80000
0.87500	0.90725	0.66667
0.76250	0.85152	0.58333
0.79464	0.85434	0.52381
0.79733	0.82323	0.67857
0.79885	0.84928	0.62857
0.89714	0.93629	0.83333
0.75510	0.86667	0.41667
0.73333	0.78947	0.60417
0.88594	0.90909	0.60000
0.71048	0.70588	0.75000
0.76827	0.84571	0.50000
0.70027	0.71591	0.61905
0.72000	0.82026	0.35000
0.77623	0.86719	0.64773
0.75712	0.83591	0.60417
0.80952	0.84444	0.66667
0.78061	0.84722	0.66667
0.78545	0.85882	0.43750
0.80864	0.92857	0.52222
0.75758	0.82222	0.52381
0.86447	0.93636	0.58333
0.80184	0.90374	0.36111
0.76538	0.78205	0.78571
0.80645	0.92657	0.55556
0.84444	0.91852	0.75000
0.73939	0.85294	0.48077
0.85385	0.91534	0.62500
0.89869	0.97403	0.56250
0.85655	0.93606	0.56250
0.80769	0.86397	0.50000
0.76857	0.87616	0.50000
0.85613	0.87897	0.75000
0.80000	0.93333	0.56000
0.82000	0.85417	0.83333
0.81438	0.90196	0.58333
0.84722	0.91558	0.67857
0.80727	0.83987	0.71429
0.77866	0.88056	0.49231
0.78333	0.83860	0.58000
0.83229	0.90809	0.62500
0.81481	0.88315	0.60000
0.81307	0.88235	0.73333
0.82407	0.85873	0.65000
0.85185	0.90249	0.60000
0.81014	0.89751	0.43182
0.71799	0.82274	0.38636
0.81750	0.88125	0.55000
0.81173	0.80833	0.86111
0.76007	0.84967	0.40625
0.91840	0.95029	0.76667
0.72671	0.81250	0.60417
0.80774	0.89506	0.62637
0.81043	0.88580	0.48571
0.79894	0.83553	0.75000
0.84421	0.95417	0.73333
0.82155	0.85294	0.74286
0.72923	0.82333	0.48333
0.80495	0.83750	0.66667
0.74405	0.74542	0.67857
0.72708	0.75758	0.72222
0.85201	0.89153	0.70833
0.76504	0.80263	0.65079
0.79032	0.93000	0.61667
0.87000	0.97544	0.54545
0.78861	0.83889	0.57778
0.94329	0.94792	0.97222
0.77778	0.77500	0.76190
0.80143	0.84265	0.92857
0.78615	0.86429	0.60000
0.79321	0.86667	0.72222
0.79412	0.83333	0.53571
0.81136	0.90909	0.46429
0.83742	0.96970	0.44444
0.80000	0.88988	0.62500
0.80273	0.88722	0.57143
0.77823	0.78571	0.92857
0.82909	0.87970	0.59375
0.83308	0.89947	0.52500
0.80000	0.91967	0.46465
0.73958	0.82680	0.62857
0.75513	0.82176	0.40000
0.82125	0.83429	0.76623
0.75000	0.79649	0.61538
0.77778	0.85789	0.50000
0.78667	0.93333	0.41429
0.86923	0.84211	1.00000
0.83414	0.84596	0.72000
0.86458	0.88000	0.75000
0.81846	0.83929	0.68182
0.81661	0.89766	0.35000
0.86610	0.91944	0.75926
0.80710	0.84712	0.62500
0.81897	0.92500	0.48148
0.79178	0.87115	0.51389
0.74074	0.75564	0.70833
0.77795	0.80861	0.54167
0.75867	0.79000	0.77778
0.83704	0.89286	0.68750
0.77285	0.86579	0.58333
0.88839	0.98421	0.52778
0.83333	0.87255	0.71111
0.81364	0.83030	0.80357
0.78261	0.86687	0.52778
0.77391	0.86275	0.55000
0.79487	0.89145	0.55357
0.76132	0.84163	0.62000
0.86859	0.95000	0.62963
0.75744	0.83333	0.46875
0.66909	0.74554	0.56944
0.75714	0.87616	0.54545
0.87083	0.89103	0.83333
0.71726	0.78070	0.58000
0.82057	0.92262	0.52000
0.78656	0.82105	0.64286
0.73667	0.76667	0.77500
0.86333	0.92484	0.61224
0.78647	0.81579	0.69841
0.74422	0.83951	0.53125
0.77727	0.85769	0.61538
0.80769	0.82790	0.80000
0.78977	0.82043	0.70769
0.79167	0.84804	0.64286
0.77299	0.84048	0.33333
0.85185	0.91036	0.62500
0.90572	0.96732	0.64444
0.79911	0.85273	0.56667
0.81034	0.87500	0.67500
0.76389	0.81250	0.63889
0.82745	0.88235	0.70833
0.75699	0.84615	0.55556
0.84028	0.90400	0.63636
0.90212	0.93878	0.85714
0.74316	0.80307	0.62500
0.74062	0.81169	0.56667
0.80952	0.86648	0.56000
0.74224	0.82121	0.41667
0.78930	0.82680	0.71111
0.80875	0.89732	0.58333
0.81677	0.84694	0.74603
0.81845	0.79333	0.87500
0.68846	0.77350	0.44643
0.78063	0.80909	0.67857
0.79167	0.81494	0.76667
0.86914	0.92727	0.73333
0.69500	0.80331	0.22727
0.81746	0.89167	0.69444
0.73529	0.82168	0.40000
0.81845	0.91930	0.66154
0.83092	0.90727	0.25000
0.77895	0.84667	0.52500
0.87167	0.92262	0.66667
0.76803	0.82353	0.60000
0.85503	0.88889	0.73214
0.77061	0.85079	0.64062
0.83127	0.89211	0.66234
0.77597	0.86096	0.50000
0.80037	0.79044	0.84444
0.86371	0.88471	0.81250
0.75692	0.89850	0.59375
0.82576	0.89236	0.68750
0.72173	0.74561	0.89286
0.81418	0.83175	0.79167
0.89314	0.95467	0.71875
0.83889	0.91696	0.70000
0.77176	0.88158	0.44444
0.77713	0.80556	0.61364
0.81469	0.84167	0.78788
0.83238	0.87667	0.66667
0.75833	0.92517	0.24242
0.74872	0.79224	0.63636
0.81600	0.85294	0.68750
0.72444	0.85449	0.50000
0.81619	0.90657	0.46667
0.85490	0.90741	0.65625
0.80303	0.85859	0.62121
0.79808	0.80481	0.78571
0.82473	0.92250	0.33333
0.83653	0.87081	0.66000
0.79599	0.89510	0.60000
0.80227	0.82721	0.66667
0.74846	0.85855	0.42188
0.76006	0.88611	0.40000
0.81703	0.91429	0.62500
0.78550	0.81765	0.72222
0.81988	0.89722	0.52500
0.71552	0.76000	0.58333
0.91198	0.99233	0.57500
0.74713	0.75505	0.69091
0.76094	0.82071	0.65000
0.78030	0.78105	0.83333
0.86095	0.91250	0.68333
0.86120	0.91353	0.79167
0.78478	0.80579	0.65306
0.83603	0.89316	0.70833
0.84135	0.82222	0.91667
0.71429	0.81955	0.45238
0.77687	0.80983	0.77778
0.76026	0.79737	0.50000
0.82586	0.83125	0.77778
0.78807	0.85614	0.45833
0.87870	0.91111	0.70833
0.76500	0.80952	0.57143
0.87946	0.92690	0.76000
0.80960	0.90972	0.42857
0.77929	0.81056	0.70000
0.82821	0.92632	0.61429
0.79895	0.77941	0.82000
0.81571	0.85926	0.74000
0.80952	0.85714	0.64815
0.73077	0.87407	0.25000
0.80090	0.84310	0.69697
0.76346	0.83529	0.54545
0.82727	0.88927	0.65000
0.80833	0.90026	0.46939
0.82292	0.85464	0.74074
0.77160	0.80000	0.63889
0.77663	0.83690	0.72222
0.75649	0.80409	0.60000
0.82069	0.84830	0.50000
0.83029	0.90789	0.61905
0.81366	0.88056	0.52500
0.78286	0.88824	0.50909
0.85414	0.90281	0.68750
0.81101	0.85088	0.60000
0.79714	0.83000	0.62500
0.70609	0.86574	0.45455
0.73864	0.85027	0.40000
0.77273	0.84474	0.77778
0.74825	0.78019	0.70370
0.77329	0.87500	0.42857
0.75084	0.87037	0.60000
0.84615	0.90909	0.50000
0.71077	0.80702	0.32653
0.83884	0.91667	0.52273
0.75108	0.80808	0.65000
0.80782	0.89286	0.54286
0.81855	0.86928	0.73810
0.76377	0.84759	0.41667
0.87458	0.91003	0.70370
0.85091	0.88672	0.74074
0.82870	0.87963	0.63889
0.78043	0.86806	0.57143
0.81766	0.91111	0.60606
0.82372	0.83333	0.83333
0.84635	0.89762	0.61364
0.78435	0.88889	0.06667
0.72480	0.74828	0.66667
0.92444	0.94565	0.97222
0.71542	0.75833	0.50000
0.74557	0.80000	0.61224
0.79704	0.85909	0.52778
0.90500	0.91667	1.00000
0.76442	0.81100	0.60000
0.83208	0.90643	0.63636
0.80199	0.84815	0.72727
0.79855	0.83824	0.55556
0.82594	0.88235	0.68182
0.84600	0.87619	0.70000
0.79284	0.83438	0.64286
0.77111	0.89062	0.46296
0.81361	0.88889	0.50000
0.66667	0.74725	0.50000
0.85990	0.84539	0.86364
0.84231	0.89474	0.65714
0.82231	0.91597	0.61111
0.70923	0.83684	0.25000
0.75893	0.86198	0.35000
0.84119	0.89474	0.74603
0.75862	0.77538	0.62500
0.85417	0.94706	0.63889
0.80782	0.91111	0.54762
0.79514	0.85263	0.48889
0.81167	0.91515	0.58442
0.85953	0.93947	0.61905
0.86724	0.90062	0.72222
0.80129	0.87785	0.37500
0.88462	0.90789	0.71429
0.82963	0.90994	0.75000
0.75455	0.85417	0.40476
0.83796	0.85588	0.82500
0.88308	0.96784	0.65306
0.87390	0.88509	0.78125
0.74679	0.82186	0.67692
0.78472	0.80455	0.71875
0.82906	0.89474	0.50000
0.71410	0.83889	0.59091
0.82471	0.86842	0.70000
0.69930	0.77500	0.55714
0.72365	0.81136	0.28571
0.78912	0.90859	0.41429
0.70536	0.82105	0.44444
0.83091	0.90625	0.54762
0.75520	0.84250	0.24000
0.84148	0.87433	0.65000
0.78434	0.84343	0.80000
0.79821	0.83598	0.68056
0.73548	0.81994	0.55556
0.80172	0.91414	0.50000
0.81111	0.92424	0.29167
0.87246	0.90909	0.75000
0.78656	0.88889	0.62222
0.74583	0.83254	0.42500
0.84416	0.88690	0.66667
0.84788	0.95215	0.50000
0.82823	0.90625	0.55556
0.74928	0.81510	0.66667
0.86008	0.97000	0.69048
0.82194	0.91005	0.52083
0.83203	0.87917	0.68750
0.82448	0.80000	0.90000
0.81281	0.90402	0.52500
0.84897	0.88632	0.66667
0.81006	0.83754	0.65714
0.84198	0.94118	0.46667
0.75812	0.81429	0.41667
0.76042	0.77368	0.70000
0.79422	0.86765	0.43750
0.81672	0.92361	0.58974
0.83231	0.95000	0.57778
0.88768	0.90278	0.77778
0.85145	0.87868	0.77551
0.76498	0.85294	0.32143
0.79974	0.85043	0.33333
0.85484	0.92500	0.59091
0.85714	0.90625	0.60000
0.85714	0.88747	0.70833
0.76462	0.78906	0.65714
0.87500	0.97826	0.54545
0.71937	0.76389	0.57143
0.83304	0.92982	0.46154
0.78853	0.86499	0.51562
0.79365	0.89683	0.55556
0.74000	0.83333	0.43333
0.82187	0.84412	0.67857
0.81567	0.87333	0.23810
0.76762	0.85000	0.55556
0.86480	0.94920	0.63636
0.77241	0.81988	0.55556
0.84863	0.95066	0.72727
0.72953	0.82323	0.48611
0.72350	0.84926	0.48571
0.76508	0.92177	0.38095
0.78686	0.88333	0.41667
0.73545	0.75000	0.68571
0.78775	0.83684	0.66667
0.82382	0.81905	0.84848
0.86553	0.93704	0.57143
0.84549	0.87258	0.72000
0.71510	0.83673	0.61111
0.88920	0.89372	0.87500
0.81178	0.89722	0.56818
0.85034	0.95779	0.54762
0.82143	0.86616	0.63333
0.68741	0.74948	0.33333
0.87852	0.94062	0.67273
0.76780	0.80990	0.66667
0.75709	0.78571	0.76364
0.72043	0.78151	0.66667
0.82401	0.84559	0.75000
0.89849	0.93254	0.72222
0.80152	0.83957	0.70000
0.81136	0.83492	0.76667
0.85193	0.90136	0.62500
0.79048	0.90171	0.60000
0.80776	0.87440	0.64583
0.83485	0.89206	0.46875
0.82776	0.83571	0.80000
0.79826	0.84225	0.44444
0.87222	0.93067	0.40000
0.81324	0.88278	0.66667
0.69722	0.72821	0.63889
0.77286	0.87831	0.38776
0.78116	0.86728	0.51667
0.73269	0.82368	0.41667
0.81739	0.81373	0.90000
0.70567	0.86538	0.57031
0.85385	0.86898	0.88889
0.82099	0.83409	0.78000
0.70027	0.79426	0.55000
0.84783	0.88360	0.69091
0.84000	0.91022	0.62121
0.83278	0.84375	0.85714
0.80782	0.83922	0.71212
0.74838	0.80165	0.46970
0.72564	0.80000	0.44444
0.79853	0.88961	0.57143
0.76478	0.84783	0.47917
0.87654	0.95000	0.52381
0.73800	0.80333	0.32000
0.80100	0.88947	0.38095
0.83523	0.91111	0.57143
0.84444	0.89565	0.62500
0.79464	0.80978	0.80000
0.83780	0.87831	0.71429
0.83333	0.83960	0.98000
0.85777	0.89840	0.68889
0.72337	0.75397	0.60000
0.81077	0.90850	0.51562
0.61265	0.76296	0.31944
0.82386	0.90977	0.50000
0.76458	0.83007	0.50000
0.77060	0.83810	0.57143
0.84000	0.88788	0.73333
0.77635	0.84921	0.53333
0.78261	0.86944	0.40000
0.82037	0.82738	0.83333
0.77730	0.85000	0.59375
0.74026	0.74545	0.74242
0.76692	0.81944	0.47619
0.82418	0.89489	0.58333
0.75160	0.80357	0.60000
0.83448	0.91368	0.33333
0.85157	0.88636	0.71429
0.81366	0.87374	0.60000
0.87448	0.90260	0.71429
0.83414	0.86364	0.72000
0.82435	0.88529	0.50000
0.85565	0.95425	0.75556
0.68129	0.70250	0.53704
0.77574	0.81250	0.62857
0.86975	0.95798	0.50000
0.75724	0.82367	0.52381
0.84355	0.87662	0.77778
0.78121	0.78947	0.71875
0.78261	0.90850	0.48000
0.82816	0.86111	0.71429
0.80168	0.89737	0.51282
0.82000	0.89683	0.46032
0.72464	0.84615	0.56818
0.79762	0.81333	0.70370
0.84167	0.87719	0.69444
0.77811	0.87273	0.70455
0.76628	0.87433	0.53333
0.82143	0.86364	0.61111
0.86074	0.92105	0.65278
0.80000	0.78909	0.87500
0.79967	0.84965	0.73214
0.85139	0.99219	0.54464
0.73462	0.76953	0.60000
0.87798	0.90062	0.73333
0.76603	0.82548	0.60000
0.82231	0.92437	0.58333
0.84169	0.89206	0.71429
0.84167	0.91176	0.34375
0.77714	0.85294	0.40000
0.81746	0.81693	0.75000
0.78923	0.80263	0.73016
0.87191	0.90263	0.82857
0.81481	0.91003	0.30000
0.80667	0.89766	0.48571
0.81897	0.88095	0.63492
0.77185	0.80543	0.37500
0.88800	0.96241	0.68182
0.79962	0.83667	0.75000
0.82850	0.88221	0.76667
0.79783	0.86397	0.57143
0.81571	0.83982	0.76667
0.75597	0.74603	0.78182
0.78307	0.83578	0.60417
0.85714	0.89394	0.63333
0.85776	0.88528	0.75000
0.79478	0.78618	0.83333
0.86500	0.88235	0.83333
0.85871	0.87218	0.81250
0.74833	0.77778	0.69048
0.78758	0.86364	0.62857
0.85435	0.93810	0.60417
0.84615	0.88333	0.72727
0.85077	0.91111	0.66000
0.80797	0.89796	0.60000
0.80960	0.91503	0.42424
0.75596	0.78517	0.66667
0.79870	0.84722	0.53125
0.86774	0.93824	0.48485
0.83143	0.90058	0.60000
0.76471	0.80602	0.72500
0.84310	0.92885	0.46296
0.78963	0.83862	0.61111
0.85059	0.90026	0.66667
0.82593	0.87061	0.70833
0.77731	0.87500	0.50000
0.76235	0.83424	0.37500
0.77679	0.81985	0.70455
0.87153	0.89206	1.00000
0.85037	0.86967	0.75000
0.76316	0.89130	0.36364
0.83516	0.96667	0.45000
0.89773	0.89706	0.94444
0.81451	0.86270	0.56667
0.81713	0.96354	0.43750
0.75369	0.82738	0.57143
0.75254	0.85417	0.53846
0.72080	0.79737	0.31250
0.76323	0.85673	0.53086
0.83289	0.83657	0.85714
0.82540	0.85885	0.50000
0.78125	0.82937	0.67500
0.72253	0.83631	0.48571
0.84024	0.87395	0.75556
0.66615	0.72876	0.49091
0.80161	0.87500	0.55556
0.85714	0.89223	0.50000
0.69655	0.78289	0.40000
0.76966	0.83235	0.59722
0.85452	0.86508	0.87500
0.81061	0.88480	0.40000
0.80154	0.85990	0.42857
0.76769	0.86667	0.55844
0.84783	0.88034	0.71111
0.82179	0.88426	0.60417
0.87413	0.91111	0.75000
0.75446	0.83282	0.54545
0.81793	0.84474	0.74000
0.75000	0.75889	0.72727
0.73118	0.85000	0.46465
0.83226	0.87321	0.75926
0.81000	0.88250	0.47500
0.87308	0.93333	0.81250
0.80167	0.92308	0.47619
0.84667	0.91765	0.50000
0.72414	0.85088	0.38961
0.86351	0.89931	0.63333
0.70687	0.71396	0.75000
0.81505	0.88235	0.61818
0.80564	0.83750	0.58333
0.77019	0.84259	0.70000
0.79132	0.86667	0.54762
0.73276	0.86333	0.44444
0.87304	0.92500	0.75926
0.74828	0.78125	0.70455
0.80401	0.93791	0.51667
0.85027	0.88864	0.77778
0.81658	0.89118	0.46429
0.74228	0.79699	0.66667
0.85423	0.92143	0.62500
0.77072	0.83737	0.50000
0.77939	0.90312	0.38776
0.81522	0.85490	0.70000
0.88820	0.92500	0.83333
0.82460	0.87560	0.75000
0.86168	0.88562	0.75000
0.86957	0.95726	0.62500
0.86207	0.91746	0.71429
0.76099	0.81429	0.50000
0.85953	0.88624	0.76000
0.72516	0.79276	0.60417
0.88727	0.90476	0.76000
0.78220	0.85390	0.36364
0.78589	0.84967	0.58182
0.81481	0.82353	0.80000
0.75585	0.87132	0.55000
