overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.83215	0.97786	0.83440	0.89194	0.73462	0.98291	0.99038	0.61538	0.84530	0.83211	0.83974	0.86538	0.79242	0.88553	0.90684
0.94475	0.94568	0.92646	0.99259	0.98025	0.97778	0.99012	0.85657	0.96458	0.92162	0.95444	0.98750	0.92840	0.98889	1.00000
0.85592	0.95098	0.89496	0.72941	0.81497	0.99118	0.91597	0.75294	0.77152	0.89157	0.83137	0.98039	0.83289	0.88984	0.93987
0.95025	0.99386	0.93728	0.99140	0.99218	1.00000	0.99338	0.84373	0.97527	0.91607	0.98045	1.00000	0.92624	1.00000	0.99522
0.93989	0.99216	0.90980	0.98588	0.88922	1.00000	0.98201	0.91016	0.97974	0.92294	0.91222	0.96588	0.92718	0.95647	0.98067
0.91793	0.97250	0.90278	0.91806	0.96875	0.98750	0.96538	0.80536	0.92566	0.90219	0.94886	0.93750	0.88673	0.97692	0.97232
0.87192	0.91268	0.88348	0.88908	0.74904	0.99296	0.99061	0.70246	0.94366	0.85154	0.84131	0.96831	0.88876	0.65392	0.93114
0.95188	0.97500	0.95284	0.97656	0.92344	0.97187	0.97885	0.87031	0.93839	0.95494	0.92500	0.98393	0.94222	0.98611	0.97045
0.94702	0.97407	0.91358	0.98765	0.96049	0.97531	0.97980	0.89849	0.95617	0.93210	0.96296	0.98765	0.93122	0.97619	1.00000
0.94784	0.99608	0.95456	0.97815	0.93971	0.98971	0.99882	0.81275	0.95922	0.93754	0.94948	0.97386	0.93602	0.95735	1.00000
0.90396	0.96091	0.87390	0.98196	0.84624	0.99691	0.96845	0.79012	0.85185	0.88889	0.92387	0.99551	0.86236	0.98380	0.95238
0.92452	0.96341	0.94653	0.96494	0.89837	0.99695	0.98171	0.81098	0.87805	0.93293	0.96167	0.98171	0.90009	0.99187	0.97073
0.90891	0.96970	0.93363	0.95128	0.79567	0.98901	0.95897	0.84799	0.87244	0.93590	0.86630	0.91738	0.89418	0.91758	0.96647
0.90494	0.95315	0.91313	0.85135	0.83415	0.96959	0.99054	0.85206	0.87905	0.91662	0.89479	0.92342	0.88747	0.93168	0.95332
0.93193	0.96926	0.96669	0.97089	0.89484	0.98987	0.96318	0.83615	0.86076	0.94655	0.95443	0.94575	0.90336	0.95377	0.99747
0.95675	0.95714	0.92857	0.97571	0.97619	0.98857	0.97143	0.95286	0.95918	0.94942	0.94286	0.99714	0.94518	0.95179	0.99796
0.95646	0.99249	0.97297	0.97635	0.89339	0.99662	0.99631	0.90450	0.93806	0.96012	0.94482	0.98649	0.94409	0.98403	0.98919
0.94357	0.95960	0.95656	0.98268	0.94545	0.99481	0.99646	0.76494	0.90404	0.94156	0.96382	0.99423	0.92463	0.98102	0.98182
