overall	high_tfx	low_tfx
0.83741	0.85588	0.73333
0.83779	0.88971	0.71429
0.91556	0.94524	0.71429
0.90385	0.90476	0.92000
0.89137	0.92717	0.77551
0.88215	0.92857	0.76667
0.90476	0.95833	0.55556
0.91512	0.94398	0.76190
0.89441	0.92437	0.66667
0.90492	0.94722	0.75000
0.90769	0.90476	0.90000
0.90659	0.93000	0.75000
0.85386	0.92647	0.25000
0.85302	0.89766	0.61429
0.83333	0.93333	0.57407
0.88492	0.91667	0.76190
0.83502	0.86243	0.70833
0.90079	0.97059	0.46875
0.86080	0.90882	0.65000
0.86298	0.90977	0.75325
0.85714	0.94048	0.61728
0.82341	0.87963	0.57407
0.88966	0.95518	0.56250
0.96691	0.95833	1.00000
0.85185	0.81988	1.00000
0.92006	0.92368	0.92593
0.87524	0.92222	0.70000
0.89685	0.94643	0.70000
0.86310	0.89120	0.70833
0.83946	0.93611	0.23333
0.81181	0.90526	0.33929
0.85577	0.89931	0.66667
0.88182	0.94048	0.62963
0.85625	0.94022	0.36111
0.87826	0.95370	0.63636
0.96491	1.00000	0.88000
0.82492	0.95000	0.43056
0.87762	0.91950	0.58333
0.92812	0.95556	0.72500
0.87578	0.94427	0.54545
0.90667	0.97403	0.49091
0.95354	0.98419	0.85000
0.96242	1.00000	0.71429
0.87097	0.94792	0.59091
0.84636	0.85667	0.78571
0.89788	0.90226	0.82000
0.82288	0.88125	0.61111
0.83566	0.87333	0.59091
0.87719	0.89231	0.85714
0.98746	1.00000	0.98000
0.91714	0.98319	0.60714
0.84936	0.89236	0.68750
0.86087	0.93137	0.55000
0.84110	0.92208	0.51852
0.90143	0.95845	0.59259
0.85684	0.89167	0.80000
0.87862	0.90226	0.77500
0.94650	0.96667	0.97619
0.93117	0.93403	0.75000
0.89441	0.91435	0.83636
0.88728	0.91765	0.76190
0.89714	0.96491	0.55556
0.87097	0.92231	0.50000
0.86207	0.89683	0.66667
0.87849	0.89167	0.83333
0.89382	0.95526	0.60000
0.92045	0.93386	0.85714
0.96853	0.98830	0.85714
0.89833	0.92222	0.76667
0.82207	0.88056	0.58000
0.95091	0.98319	0.85455
0.86111	0.95798	0.45714
0.86458	0.89724	0.66667
0.85980	0.88641	0.38889
0.86845	0.87500	0.84000
0.92012	0.94361	0.83333
0.93500	0.95518	0.75000
0.88117	0.90642	0.80000
0.89655	0.97500	0.44231
0.85066	0.87449	0.70000
0.86240	0.86842	0.95238
0.86410	0.92641	0.52500
0.88847	0.92281	0.78125
0.82375	0.85833	0.75325
0.90857	0.94902	0.77083
0.87037	0.87724	0.77778
0.91879	0.93277	0.82500
0.86834	0.96111	0.22222
0.89194	0.92308	0.68750
0.88312	0.91228	0.77778
0.88235	0.94615	0.57812
0.88199	0.95667	0.51282
0.96667	0.98419	0.78571
0.88156	0.91758	0.59259
0.85897	0.87778	0.80000
0.91564	0.95714	0.71429
0.86422	0.90559	0.61905
0.99436	0.99412	1.00000
0.92188	0.93056	0.91667
0.90290	0.92222	0.69444
0.81481	0.88333	0.42857
0.84853	0.88988	0.68254
0.91273	0.92763	0.86111
0.93534	0.93593	0.96667
0.84295	0.93913	0.07407
0.90370	0.94398	0.75000
0.90897	0.92696	0.85714
0.75714	0.85000	0.36364
0.90159	0.92328	0.70370
0.92115	0.98421	0.67143
0.91460	0.98366	0.75000
0.87084	0.93636	0.73958
0.95151	0.99000	0.75000
0.96188	0.98039	0.89231
0.92578	0.94837	0.88889
0.79323	0.88571	0.60714
0.86594	0.92763	0.53125
0.89194	0.91059	0.66667
0.91848	0.95475	0.81429
0.83539	0.88221	0.62500
0.88319	0.96970	0.41818
0.90476	0.90652	0.91429
0.88889	0.93122	0.50000
0.85500	0.90159	0.41667
0.82620	0.88235	0.61667
0.87689	0.93860	0.50000
0.87600	0.90714	0.80000
0.92434	0.95652	0.63889
0.85417	0.92424	0.62500
0.81607	0.84874	0.66667
0.87467	0.89394	0.67857
0.90086	0.94258	0.65714
0.92857	0.96399	0.77778
0.81293	0.92333	0.27083
0.85667	0.92105	0.54167
0.91250	0.93062	0.30000
0.89143	0.88927	0.93750
0.87166	0.90000	0.66667
0.87135	0.89318	0.78571
0.89043	0.90850	0.75000
0.88117	0.94141	0.71591
0.87406	0.95046	0.62500
0.84921	0.89259	0.40000
0.94048	0.96667	0.79167
0.89636	0.90000	1.00000
0.86574	0.90873	0.81111
0.89015	0.94815	0.66667
0.90476	0.93333	0.62500
0.81874	0.88770	0.44444
0.86731	0.89744	0.71429
0.89382	0.96853	0.69697
0.88571	0.92593	0.75000
0.83485	0.93277	0.50962
0.92462	0.95767	0.68750
0.89869	0.95779	0.60417
0.94897	1.00000	0.66667
0.83654	0.87132	0.56667
0.89571	0.96594	0.68056
0.95584	0.95635	0.75000
0.86667	0.92381	0.66000
0.86500	0.93056	0.60417
0.86120	0.92810	0.60417
0.86728	0.90909	0.69643
0.87818	0.91830	0.68571
0.85112	0.94722	0.49231
0.89167	0.93684	0.70000
0.89655	0.98162	0.56944
0.89031	0.93478	0.75000
0.84936	0.86975	0.76667
0.90895	0.95845	0.57500
0.89031	0.92744	0.70000
0.88841	0.93629	0.63636
0.85813	0.91639	0.65909
0.91500	0.98750	0.42500
0.85802	0.92500	0.52778
0.80769	0.87255	0.56250
0.92535	0.95029	0.83333
0.83230	0.84868	0.85417
0.88774	0.95370	0.69231
0.87652	0.92901	0.60000
0.88183	0.92434	0.62500
0.89053	0.92500	0.96667
0.90741	0.92353	0.82857
0.84000	0.86000	0.73333
0.81181	0.86750	0.60417
0.85238	0.85531	0.78571
0.86458	0.93939	0.59259
0.92960	0.96296	0.85417
0.86842	0.93421	0.76190
0.86918	0.97000	0.48333
0.91833	0.96491	0.72727
0.83358	0.90556	0.33333
0.93981	0.95833	0.83333
0.90236	0.90937	0.90476
0.91857	0.94410	0.64286
0.87385	0.92500	0.65000
0.91049	0.94203	0.75000
0.89037	0.93210	0.57143
0.85801	0.94406	0.39286
0.85677	0.95202	0.41270
0.90571	0.93452	0.82143
0.92432	0.94236	0.82857
0.84879	0.84226	1.00000
0.87256	0.90727	0.75000
0.86316	0.91799	0.65000
0.87976	0.94183	0.69697
0.85863	0.94118	0.60000
0.84744	0.89120	0.36667
0.83000	0.92000	0.61039
0.84091	0.87018	0.51282
0.83862	0.88421	0.65625
0.88400	0.95652	0.62857
0.91538	0.91641	0.90476
0.91143	0.92929	0.84000
0.90625	0.92250	0.81250
0.95538	0.96726	0.90909
0.84013	0.92398	0.22500
0.91595	0.95833	0.77778
0.91821	0.97494	0.62500
0.88075	0.92500	0.64815
0.88064	0.93277	0.70833
0.82770	0.86842	0.66667
0.90373	0.91627	0.83333
0.88800	0.89250	0.95556
0.89074	0.90476	0.79167
0.86022	0.93421	0.50000
0.94643	0.98684	0.69444
0.83766	0.85294	0.71111
0.92727	0.93939	0.89286
0.88294	0.95356	0.47222
0.82783	0.92941	0.35000
0.84615	0.85197	0.87500
0.86420	0.92760	0.58000
0.88141	0.94333	0.62963
0.86607	0.89323	0.71875
0.82909	0.87500	0.73611
0.83714	0.91950	0.68182
0.96667	0.97009	0.95833
0.86012	0.93567	0.52000
0.85646	0.96429	0.46000
0.94862	0.98947	0.64286
0.90333	0.91212	0.95000
0.83000	0.94771	0.36735
0.82361	0.86842	0.60317
0.83401	0.89300	0.70833
0.80606	0.81923	0.79121
0.91645	0.94022	0.86667
0.85085	0.91641	0.61538
0.84491	0.88725	0.76190
0.86782	0.90714	0.40741
0.87111	0.91597	0.62500
0.89899	0.96078	0.55556
0.89509	0.94727	0.60000
0.85172	0.90132	0.57500
0.86574	0.91667	0.73611
0.88995	0.93824	0.69444
0.88462	0.95769	0.57407
0.92361	0.97867	0.61818
0.87302	0.97959	0.52381
0.91558	0.96419	0.72222
0.80312	0.87338	0.61667
0.90123	0.92898	0.80000
0.84006	0.89697	0.56250
0.86957	0.92484	0.55556
0.92750	0.95312	0.80556
0.88199	0.91837	0.79365
0.91964	0.96000	0.79167
0.72885	0.77778	0.51786
0.90598	0.93182	0.82143
0.93452	0.97078	0.80000
0.86133	0.91818	0.70000
0.91250	0.94617	0.45455
0.90476	0.91250	0.80556
0.80065	0.86014	0.27500
0.90625	0.96491	0.63077
0.91304	0.95238	0.58333
0.82807	0.91333	0.40000
0.92333	0.97619	0.59259
0.87774	0.93583	0.62857
0.84615	0.88889	0.67857
0.88306	0.93016	0.76562
0.88089	0.92895	0.70130
0.85552	0.91444	0.53333
0.91758	0.95956	0.77778
0.92775	0.93484	0.81250
0.86957	0.95489	0.46875
0.90909	0.96528	0.53125
0.83631	0.85673	1.00000
0.89655	0.93651	0.66667
0.95853	0.95733	1.00000
0.89074	0.93772	0.70000
0.83251	0.87368	0.50000
0.84604	0.92778	0.43182
0.88112	0.88750	0.84848
0.90667	0.92000	0.86667
0.91000	0.94218	0.84848
0.81026	0.92798	0.28571
0.93000	0.92810	0.87500
0.82963	0.89783	0.53333
0.80933	0.88131	0.37778
0.91434	0.97222	0.53125
0.84848	0.89646	0.65152
0.90064	0.91711	0.78571
0.91848	0.99000	0.25000
0.87612	0.90909	0.76000
0.92809	0.97552	0.75000
0.88409	0.95221	0.72222
0.89815	0.96053	0.71875
0.84702	0.91111	0.51429
0.82428	0.93333	0.48750
0.89645	0.94118	0.75926
0.84627	0.88889	0.62500
0.88937	0.94250	0.61111
0.94372	0.98977	0.62500
0.85696	0.88636	0.63636
0.83906	0.86111	0.85000
0.90152	0.92157	0.81667
0.86243	0.91875	0.63333
0.95318	0.98496	0.75000
0.87277	0.94215	0.48980
0.88866	0.94017	0.68750
0.90224	0.93056	0.91667
0.91071	0.94737	0.78571
0.85034	0.85043	1.00000
0.83908	0.88684	0.38889
0.89138	0.93437	0.63889
