overall	high_tfx	low_tfx
0.59574	0.66667	0.42857
0.66667	0.74074	0.50000
0.53333	0.56250	0.46154
0.68182	0.79310	0.46667
0.65385	0.72500	0.41667
0.72340	0.75758	0.64286
0.64706	0.64103	0.66667
0.66667	0.75000	0.41667
0.64151	0.68421	0.53333
0.58824	0.58333	0.60000
0.67857	0.77778	0.50000
0.64706	0.77500	0.18182
0.62745	0.72973	0.35714
0.63265	0.67568	0.50000
0.71429	0.72917	0.62500
0.56250	0.64516	0.41176
0.63462	0.61905	0.70000
0.63462	0.69231	0.46154
0.75000	0.72222	0.83333
0.58621	0.57500	0.61111
0.62745	0.68293	0.40000
0.51064	0.61765	0.23077
0.69388	0.77778	0.46154
0.69811	0.75000	0.53846
0.55769	0.63889	0.37500
0.60377	0.62162	0.56250
0.52273	0.55882	0.40000
0.60465	0.70968	0.33333
0.63043	0.66667	0.50000
0.51163	0.59375	0.27273
0.60000	0.67500	0.40000
0.70000	0.73529	0.62500
0.72727	0.73684	0.70588
0.56000	0.58974	0.45455
0.73469	0.77419	0.66667
0.56000	0.51515	0.64706
0.65957	0.68750	0.60000
0.60465	0.67857	0.46667
0.60784	0.55263	0.76923
0.74510	0.78947	0.61538
0.71186	0.75610	0.61111
0.66667	0.70000	0.54545
0.66667	0.73529	0.45455
0.62069	0.63415	0.58824
0.56604	0.60526	0.46667
0.63636	0.67647	0.50000
0.66000	0.75000	0.30000
0.60870	0.67742	0.46667
0.65385	0.66667	0.60000
0.62069	0.70732	0.41176
0.69565	0.70588	0.66667
0.58824	0.57895	0.61538
0.56250	0.61111	0.41667
0.73469	0.80000	0.57143
0.63830	0.66667	0.57143
0.61224	0.65789	0.45455
0.61538	0.68421	0.42857
0.67391	0.72727	0.53846
0.70000	0.68571	0.73333
0.68333	0.72093	0.58824
0.63043	0.75000	0.35714
0.70213	0.81818	0.42857
0.62264	0.75676	0.31250
0.73214	0.70732	0.80000
0.53704	0.58333	0.44444
0.63462	0.69444	0.50000
0.66667	0.70000	0.50000
0.69643	0.70000	0.68750
0.58696	0.62069	0.52941
0.61224	0.64865	0.50000
0.61111	0.67442	0.36364
0.62222	0.63636	0.58333
0.55319	0.60526	0.33333
0.63462	0.76316	0.28571
0.46429	0.50000	0.40000
0.64151	0.68293	0.50000
0.62222	0.67647	0.45455
0.65306	0.62857	0.71429
0.65517	0.72500	0.50000
0.64444	0.62500	0.80000
0.54386	0.65789	0.31579
0.72549	0.78947	0.53846
0.58333	0.65789	0.30000
0.69091	0.71053	0.64706
0.73333	0.75758	0.66667
0.67308	0.75676	0.46667
0.81481	0.86047	0.63636
0.68627	0.70000	0.63636
0.55556	0.57576	0.50000
0.65306	0.63889	0.69231
0.59649	0.65116	0.42857
0.74000	0.85294	0.50000
0.68627	0.77778	0.46667
0.54167	0.69697	0.20000
0.68182	0.65625	0.75000
0.63830	0.70588	0.46154
0.77778	0.85714	0.64706
0.61538	0.68571	0.47059
0.57143	0.59524	0.50000
0.65385	0.71429	0.52941
0.58824	0.63889	0.46667
0.62745	0.70270	0.42857
0.57447	0.63636	0.42857
0.50000	0.57447	0.26667
0.56522	0.61765	0.41667
0.59184	0.65789	0.36364
0.63793	0.68421	0.55000
0.68966	0.75556	0.46154
0.62500	0.75758	0.33333
0.63636	0.72414	0.46667
0.61017	0.67442	0.43750
0.70312	0.73077	0.58333
0.64151	0.68293	0.50000
0.61818	0.65000	0.53333
0.69811	0.77500	0.46154
0.61111	0.66667	0.41667
0.62500	0.71429	0.38462
0.54545	0.67568	0.27778
0.67857	0.76190	0.42857
0.69565	0.74286	0.54545
0.74468	0.82353	0.53846
0.68966	0.72500	0.61111
0.66667	0.69697	0.55556
0.79167	0.84615	0.55556
0.57627	0.56098	0.61111
0.73171	0.73077	0.73333
0.73077	0.74286	0.70588
0.70000	0.69048	0.75000
0.52727	0.63889	0.31579
0.66667	0.68750	0.60000
0.60417	0.64103	0.44444
0.72727	0.75000	0.66667
0.62000	0.63158	0.58333
0.63043	0.63636	0.61538
0.63462	0.61111	0.68750
0.61818	0.71429	0.45000
0.58491	0.59459	0.56250
0.62745	0.72222	0.40000
0.58929	0.71429	0.21429
0.60417	0.66667	0.33333
0.71429	0.77500	0.44444
0.71429	0.77143	0.57143
0.62222	0.67742	0.50000
0.63462	0.69231	0.46154
0.65385	0.71053	0.50000
0.62222	0.65517	0.56250
0.58000	0.67500	0.20000
0.69388	0.71429	0.57143
0.60000	0.64706	0.45455
0.60465	0.71429	0.40000
0.64815	0.71053	0.50000
0.72917	0.74359	0.66667
0.60377	0.60976	0.58333
0.69231	0.71795	0.61538
0.54000	0.60000	0.30000
0.62963	0.56410	0.80000
0.70732	0.76667	0.54545
0.72881	0.75556	0.64286
0.70492	0.70833	0.69231
0.67347	0.66667	0.69231
0.62000	0.68421	0.41667
0.59615	0.68421	0.35714
0.66667	0.75000	0.42857
0.51163	0.57143	0.25000
0.53704	0.56098	0.46154
0.58824	0.58824	0.58824
0.70588	0.73684	0.61538
0.61017	0.68421	0.47619
0.73333	0.67647	0.90909
0.65957	0.75000	0.46667
0.67347	0.63889	0.76923
0.72000	0.77143	0.60000
0.60784	0.66667	0.41667
0.62264	0.66667	0.50000
0.64706	0.68571	0.56250
0.71429	0.79070	0.46154
0.65909	0.70968	0.53846
0.66667	0.72500	0.50000
0.68966	0.72727	0.57143
0.75510	0.83784	0.50000
0.56250	0.57143	0.53846
0.60000	0.59459	0.62500
0.66667	0.75758	0.46667
0.66667	0.69444	0.55556
0.63235	0.65306	0.57895
0.66667	0.65000	0.70588
0.58974	0.64516	0.37500
0.60870	0.70588	0.33333
0.70000	0.71429	0.66667
0.70213	0.70588	0.69231
0.72000	0.74359	0.63636
0.57895	0.65116	0.35714
0.61538	0.60000	0.64706
0.61111	0.65854	0.46154
0.61111	0.62500	0.57143
0.62264	0.69444	0.47059
0.66038	0.64103	0.71429
0.55357	0.64103	0.35294
0.72917	0.81818	0.53333
0.60000	0.70455	0.31250
0.70588	0.76190	0.44444
0.57143	0.64865	0.33333
0.64000	0.68421	0.50000
0.64000	0.74286	0.40000
0.67797	0.72093	0.56250
0.60000	0.75000	0.21429
0.56364	0.57778	0.50000
0.55556	0.58333	0.50000
0.67273	0.73810	0.46154
0.67308	0.70732	0.54545
0.65455	0.69048	0.53846
0.77193	0.84091	0.53846
0.70455	0.78125	0.50000
0.67857	0.65000	0.75000
0.72093	0.75000	0.63636
0.66667	0.72727	0.53333
0.68750	0.71053	0.60000
0.60317	0.65217	0.47059
0.59322	0.71795	0.35000
0.59677	0.67391	0.37500
0.64706	0.70270	0.50000
0.66667	0.70000	0.57143
0.65306	0.63889	0.69231
0.68627	0.70732	0.60000
0.74074	0.82500	0.50000
0.66667	0.67500	0.63636
0.60714	0.70000	0.37500
0.63462	0.75000	0.37500
0.54902	0.64706	0.35294
0.71429	0.72222	0.69231
0.68182	0.67568	0.71429
0.51111	0.60000	0.20000
0.56757	0.64000	0.41667
0.65385	0.74286	0.47059
0.69492	0.75556	0.50000
0.62745	0.75000	0.33333
0.62000	0.68421	0.41667
0.65909	0.76667	0.42857
0.72340	0.78788	0.57143
0.52273	0.50000	0.60000
0.70732	0.79310	0.50000
0.62500	0.68750	0.50000
0.71429	0.77778	0.53846
0.59615	0.72222	0.31250
0.68421	0.75610	0.50000
0.70909	0.74359	0.62500
0.60345	0.62791	0.53333
0.65957	0.74286	0.41667
0.64444	0.70270	0.37500
0.63265	0.68571	0.50000
0.68519	0.71429	0.58333
0.65306	0.75000	0.47059
0.68750	0.84091	0.35000
0.57143	0.58824	0.53333
0.58333	0.60000	0.53846
0.72414	0.71429	0.75000
0.66000	0.75758	0.47059
0.60345	0.56098	0.70588
0.63043	0.69697	0.46154
0.51064	0.60000	0.25000
0.64000	0.63889	0.64286
0.61538	0.69231	0.38462
0.66667	0.71429	0.44444
0.64706	0.68421	0.53846
0.62745	0.67647	0.52941
0.58696	0.60606	0.53846
0.61538	0.65714	0.52941
0.71739	0.68750	0.78571
0.57778	0.62162	0.37500
0.72549	0.78049	0.50000
0.63265	0.63158	0.63636
0.70909	0.73171	0.64286
0.71739	0.75000	0.60000
0.72059	0.76923	0.56250
0.73469	0.77143	0.64286
0.64444	0.70588	0.45455
0.64000	0.70270	0.46154
0.52830	0.60000	0.30769
0.75510	0.82353	0.60000
0.62264	0.73684	0.33333
0.65306	0.70000	0.44444
0.62745	0.61765	0.64706
0.51064	0.55882	0.38462
0.63043	0.70588	0.41667
0.52083	0.51429	0.53846
0.63043	0.69697	0.46154
0.62222	0.61111	0.66667
0.61538	0.68421	0.42857
0.73333	0.78788	0.58333
0.59649	0.60465	0.57143
0.77273	0.78125	0.75000
0.70588	0.76316	0.53846
0.62264	0.68421	0.46667
0.62222	0.66667	0.50000
0.67391	0.70588	0.58333
0.58140	0.67742	0.33333
0.54902	0.66667	0.26667
0.61702	0.68750	0.46667
0.61818	0.65909	0.45455
0.67925	0.74359	0.50000
0.60377	0.69444	0.41176
0.64286	0.70000	0.50000
0.60000	0.56818	0.72727
0.67925	0.80000	0.44444
0.64286	0.70732	0.46667
0.57895	0.64103	0.44444
0.51064	0.56667	0.41176
0.54348	0.57143	0.45455
0.60784	0.65000	0.45455
0.61702	0.73529	0.30769
0.60417	0.65714	0.46154
0.60345	0.65957	0.36364
0.65455	0.71429	0.46154
0.66038	0.69231	0.57143
0.70000	0.83871	0.47368
0.70213	0.71795	0.62500
0.67797	0.73171	0.55556
0.66038	0.72222	0.52941
0.57447	0.63889	0.36364
0.65385	0.66667	0.62500
0.63265	0.68421	0.45455
0.59259	0.65854	0.38462
0.58824	0.65714	0.43750
0.63934	0.66667	0.56250
0.60345	0.66667	0.47368
0.62222	0.67857	0.52941
0.62791	0.62857	0.62500
0.64000	0.72727	0.47059
0.68750	0.75000	0.56250
0.69565	0.70732	0.60000
0.62963	0.67568	0.52941
0.71739	0.78125	0.57143
0.62069	0.72727	0.28571
0.52941	0.57895	0.38462
0.66000	0.71053	0.50000
0.56667	0.60976	0.47368
0.66000	0.67500	0.60000
0.70968	0.74419	0.63158
0.69811	0.76316	0.53333
0.56863	0.60000	0.50000
0.66667	0.72222	0.55556
0.70909	0.75000	0.60000
0.57692	0.67647	0.38889
0.77083	0.87879	0.53333
0.67797	0.80488	0.38889
0.69565	0.78125	0.50000
0.60784	0.65000	0.45455
0.53191	0.70588	0.07692
0.58000	0.67568	0.30769
0.60345	0.69048	0.37500
0.66667	0.67391	0.63636
0.69811	0.70000	0.69231
0.62745	0.58974	0.75000
0.64407	0.72093	0.43750
0.66000	0.79412	0.37500
0.65306	0.73529	0.46667
0.68750	0.75676	0.45455
0.70909	0.76190	0.53846
0.57627	0.61364	0.46667
0.75000	0.84375	0.50000
0.60000	0.71429	0.23077
0.66667	0.76667	0.46667
0.58621	0.65116	0.40000
0.60000	0.60000	0.60000
0.69091	0.80000	0.40000
