overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.90250	0.97669	0.91987	0.94872	0.91282	0.99573	0.95353	0.72189	0.88291	0.88339	0.95513	0.96474	0.85816	0.96245	0.98547
0.90198	0.95185	0.89312	0.88272	0.95309	0.90278	0.98642	0.77374	0.88542	0.88318	0.93556	0.95556	0.87531	0.97630	0.98333
0.82379	0.88186	0.87605	0.76912	0.72781	0.94853	0.88655	0.72500	0.75666	0.84897	0.83725	0.94510	0.79424	0.88663	0.90784
0.90753	0.96928	0.91219	0.92473	0.94135	1.00000	0.96112	0.75914	0.95645	0.85842	0.91202	1.00000	0.87075	0.97043	1.00000
0.91478	0.94902	0.87941	0.92941	0.90686	0.99608	0.97716	0.83957	0.95882	0.88588	0.89050	0.97412	0.89452	0.94118	0.97983
0.88577	0.87312	0.89583	0.85556	0.89453	0.96875	0.94327	0.81920	0.85625	0.88438	0.93182	0.90000	0.85383	0.94327	0.94420
0.86028	0.84789	0.83163	0.95951	0.79129	0.98944	0.98239	0.70246	0.92857	0.85154	0.74178	0.98592	0.85653	0.76861	0.95618
0.88750	0.90875	0.94716	0.84688	0.75625	0.92188	0.93269	0.77812	0.84732	0.90145	0.85313	0.90536	0.85495	0.95417	0.98977
0.86654	0.88395	0.82963	0.87791	0.95926	0.89383	0.90797	0.76955	0.88148	0.82892	0.93086	0.95767	0.84502	0.87125	0.99314
0.86676	0.90980	0.91684	0.82857	0.75147	0.89118	0.97647	0.70490	0.80549	0.88067	0.86159	0.91373	0.82663	0.93603	0.98471
0.87863	0.94753	0.94533	0.91833	0.84175	0.97222	0.95199	0.67108	0.80952	0.86008	0.89918	0.99888	0.82847	0.95988	0.95414
0.88777	0.92402	0.89962	0.90549	0.85230	0.99695	0.98537	0.76448	0.87466	0.89555	0.86934	0.84146	0.86046	0.94207	0.96463
0.89699	0.96737	0.95928	0.86667	0.86699	0.96703	0.95513	0.73810	0.81090	0.92151	0.87546	0.98860	0.87288	0.93407	0.96647
0.90090	0.95225	0.91763	0.83784	0.82678	0.98311	0.97703	0.84211	0.84257	0.91374	0.91892	0.95270	0.87675	0.94595	0.95455
0.90992	0.91275	0.97535	0.99114	0.85005	0.94430	0.98504	0.78129	0.84475	0.92276	0.92975	0.91953	0.87001	0.95570	0.97806
0.90333	0.91667	0.89184	0.86857	0.89524	0.98571	0.92500	0.88286	0.87245	0.90425	0.88571	0.96429	0.87309	0.90089	0.99898
0.91592	0.99399	0.91976	0.95946	0.81231	0.99662	0.99386	0.82523	0.90878	0.92057	0.88401	0.95560	0.90223	0.93857	0.96081
0.90121	0.88745	0.94447	0.94661	0.82857	0.98182	0.97639	0.68701	0.87229	0.88868	0.92115	0.97835	0.87152	0.97502	0.94805
0.90068	0.93544	0.92407	0.91667	0.87838	0.95946	0.92492	0.80309	0.82545	0.91834	0.88739	0.92005	0.86181	0.98086	0.96171
0.86547	0.95238	0.88560	0.84465	0.77901	0.86420	0.86067	0.87654	0.80247	0.89841	0.80556	0.87901	0.84198	0.87919	0.96159
0.85438	0.94795	0.89726	0.87084	0.77854	0.95548	0.92368	0.73801	0.77511	0.88181	0.77534	0.91781	0.82295	0.94673	0.93026
0.91048	0.97992	0.97289	0.89639	0.85886	0.95181	0.98795	0.79116	0.85622	0.93049	0.89713	0.99398	0.89272	0.98239	0.90878
0.90709	0.95417	0.91204	0.90278	0.87745	0.98611	0.95278	0.84188	0.83160	0.92809	0.85714	0.99537	0.87096	0.95833	0.98504
0.89590	0.93450	0.91967	0.95906	0.95263	0.98421	0.96199	0.70081	0.94632	0.86047	0.94605	0.98421	0.86433	0.93333	0.97331
0.88709	0.93188	0.88669	0.78382	0.84219	0.97101	0.94807	0.87888	0.81449	0.93083	0.82505	0.93789	0.86457	0.89337	0.97412
0.92577	0.91631	0.92503	0.96104	0.93019	0.98701	0.93207	0.87313	0.94156	0.92268	0.90476	0.95094	0.89941	0.95671	0.98442
0.88953	0.95634	0.88476	0.90845	0.83881	0.86972	0.85524	0.92606	0.83099	0.90698	0.89437	0.92019	0.88080	0.87715	0.95262
0.89153	0.95285	0.90329	0.95066	0.76754	0.96930	0.97368	0.78644	0.92599	0.89026	0.78509	0.93275	0.86079	0.91796	0.96404
0.94816	0.99157	0.96030	0.93156	0.97253	1.00000	0.97753	0.86356	0.94845	0.92102	0.98790	0.98127	0.93765	0.96348	0.97753
0.88963	0.91267	0.89096	0.94977	0.88280	0.96673	0.96015	0.78371	0.89978	0.87519	0.90154	0.92295	0.86901	0.93151	0.95574
0.91286	0.93398	0.95500	0.96498	0.82174	0.98913	0.96957	0.80773	0.89082	0.90613	0.91787	0.98137	0.89270	0.93599	0.96425
0.89241	0.88571	0.87500	0.91867	0.89111	0.98889	0.94963	0.79030	0.86667	0.90248	0.85429	0.96889	0.87489	0.90489	0.95600
0.85243	0.89592	0.94060	0.83774	0.89241	0.78734	0.92520	0.73987	0.69620	0.86762	0.88397	0.96456	0.80703	0.89724	0.96495
