site_name	pearson_r_central_coverage	pearson_pval_central_coverage	lin_reg_RMSE_central_coverage	pearson_r_mean_coverage	pearson_pval_mean_coverage	lin_reg_RMSE_mean_coverage	pearson_r_amplitude	pearson_pval_amplitude	lin_reg_RMSE_amplitude
AHR.hg38.10000	-0.09141591067331578	0.7182805147917044	0.10914695328274997	-0.28115248105701557	0.25840035773965375	0.025419675842116154	-0.04298364570368703	0.8655218354309138	0.2138776190051249
AR.hg38.10000	0.08843209006315765	0.7271379176541969	0.1380264561726752	-0.10330292308188761	0.6833419082464428	0.03321332503790799	-0.2570250415826697	0.30319398401769626	0.4331863599735402
ARID3A.hg38.10000	-0.47573000016296085	0.045988057146753455	0.11702378112325093	-0.4785576046112826	0.04453166218538819	0.018915332494438285	-0.3798897802822795	0.11994745378300889	0.3393136020874285
ARNT.hg38.10000	-0.438296911238575	0.06885528496050283	0.0976604968733743	-0.5359785611810387	0.021862868548781385	0.031156893092449164	0.2230940315397364	0.37354780973717516	0.3241762883117861
ARNTL.hg38.10000	-0.42217282800872324	0.08094888695242411	0.07379314528584273	-0.3838626605100345	0.11580611132110911	0.025126445523289638	-0.19575542832871712	0.4362901024174787	0.43512379608807233
ASCL1.hg38.10000	-0.2248198811458842	0.3697652574276524	0.09370787425379391	-0.382436090835467	0.11728132824422524	0.02137056050787569	-0.3990336966801468	0.10092392578488774	0.36002789230315735
ASCL2.hg38.10000	-0.17273611582979304	0.4930757812567711	0.19006188025142481	-0.2779076708219442	0.2641689844133048	0.04008654676952706	0.09314768752091108	0.7131553241379691	0.232650124746076
ATF1.hg38.10000	-0.6122096748705497	0.00692224134698833	0.37487274729153036	-0.5141933303972476	0.029029877095349082	0.05247193871634193	-0.5643396733903842	0.014697872111554969	0.8032539855623037
ATF2.hg38.10000	-0.4472975327568067	0.06271667172746474	0.06266483450794635	-0.4469082881491285	0.06297338442204554	0.012728129509442536	0.03646814616324099	0.8857685377357735	0.25895643297855997
ATF3.hg38.10000	-0.6293179546790325	0.005137325835171108	0.19276477790368876	-0.5183926355689426	0.027523356413837477	0.03382479129122968	-0.25110913974728893	0.3148454803313131	0.4559057238848646
ATF4.hg38.10000	-0.400070569279919	0.09995966363476519	0.05473544744242467	-0.2636482607646278	0.290460980383363	0.011151793155336934	-0.060412076060357735	0.811785722643126	0.4134605595929769
ATF7.hg38.10000	-0.42067946969576503	0.08214278002307604	0.06349244847520763	-0.4033886626925737	0.09691847163421806	0.013284939935053005	-0.12013190692721744	0.6349209081788592	0.4972821163192443
BACH1.hg38.10000	-0.5776718718544339	0.012050311511103784	0.16717781156364883	-0.5162476154256724	0.028285102492254008	0.03371409742982422	-0.3764715571209023	0.12359344054829403	0.1611184294788491
BACH2.hg38.10000	-0.6454214986808546	0.0038184230126286625	0.15452720263090367	-0.5680154388504708	0.013925794492735205	0.02108798915543121	-0.12843965378252856	0.611513071684157	0.32446053931236374
BATF.hg38.10000	-0.6742416249981183	0.002150077476015509	0.09668557842137833	-0.4845722264373317	0.04155065031285492	0.01164610126433765	-0.3282736855736392	0.1835266241754524	0.3636600644669431
BATF3.hg38.10000	-0.42696861378466383	0.07720069509685047	0.056036325940610206	-0.29585905177733224	0.23325026339495902	0.009884555343312973	0.09128846981634435	0.718658131183006	0.4015986090824693
BCL11A.hg38.10000	-0.6563689182085312	0.0030911969916138982	0.093943723792527	-0.5470717052368191	0.018791642879003548	0.019804334999468577	0.18850637096340772	0.4537945039322111	0.35631726394968694
BCL11B.hg38.10000	-0.5309851141027905	0.023367682198519937	0.1707600262957135	-0.4869170151750497	0.04043072691277919	0.05147022961614657	0.259081204685787	0.2992057692761412	0.3313001677329271
BCL6.hg38.10000	-0.6974029074574085	0.0012942962598341634	0.20954643577415547	-0.5571964491349573	0.01629530927086938	0.028983346132941557	0.060449573279920045	0.8116708820597146	0.5217316152291709
BHLHE40.hg38.10000	-0.5679876075961936	0.013931516550657474	0.21950026344200974	-0.5056338292305825	0.032298170524106815	0.044530321774125206	-0.27386650583425126	0.27146448114613453	0.45712895920278895
BPTF.hg38.10000	-0.47012468533830815	0.0489817447588012	0.0394452541168804	-0.3372288724988101	0.1711511300712522	0.009990569467936455	0.049882088736574376	0.8441719066623475	0.3337943633958392
CDX2.hg38.10000	-0.30000313304278364	0.22645717443641894	0.10363561332729414	-0.3077026663608934	0.21417729900663593	0.022745617178919004	-0.43883762701769147	0.0684744093777574	0.25413185977706626
CEBPA.hg38.10000	-0.7415055062691233	0.0004284772804284043	0.13671392391009973	-0.6673645224518144	0.002479295338420088	0.017776264556106192	-0.4903259382640334	0.03884388433512338	0.23220552252834298
CEBPB.hg38.10000	-0.6156571164227755	0.0065272562934243095	0.1020132644654224	-0.5782741403231595	0.01194038865139875	0.015514473598317514	-0.5331340107470189	0.022710472727038182	0.28147424486666495
CEBPD.hg38.10000	-0.6501451076694966	0.003489164084570622	0.11293420538487463	-0.5291381171284432	0.023944366454312298	0.022489898510061234	0.3633356151302636	0.13833028761996635	0.36538618324678845
CEBPG.hg38.10000	-0.6020387030424347	0.00820151465187513	0.08616219666653724	-0.5297681329431706	0.02374642169124165	0.012023134805420369	-0.2709472547819304	0.276811258529256	0.420756098831809
CLOCK.hg38.10000	-0.44650701505364115	0.0632388491603066	0.12676640524281874	-0.46876354057631064	0.04973045510256166	0.0340922602861679	-0.06645090835989649	0.7933395522385612	0.35814122869404297
