site_name	pearson-r_central_coverage	pearson-pval_central_coverage	pearson-adjusted-p-val_central_coverage	lin-reg-RMSE_central_coverage	pearson-r_mean_coverage	pearson-pval_mean_coverage	pearson-adjusted-p-val_mean_coverage	lin-reg-RMSE_mean_coverage	pearson-r_amplitude	pearson-pval_amplitude	pearson-adjusted-p-val_amplitude	lin-reg-RMSE_amplitude
AHR.hg38.10000	-0.5069625360836786	7.238515391971406e-14	3.0321336697480227e-12	0.051578495594632574	-0.5359483999863582	1.3540794876910826e-15	6.381099585744228e-14	0.027846921177929994	0.13051046867627825	0.07193087726485539	0.23580818025087374	0.5332052778091917
AR.hg38.10000	-0.27599692976747486	0.0001112485225701304	0.0005114718659626727	0.05323520507290345	-0.4743323323143785	4.159300035123973e-12	7.127527787462445e-11	0.019426432652374554	-0.01578043523734824	0.8284640954946271	0.9239904321396438	0.5715918827603905
ARID3A.hg38.10000	0.012447677467146678	0.8642963514077426	0.9115849125453521	0.0480668450106388	-0.09970656044044533	0.16995486103444882	0.2752814338930546	0.01542279862314836	0.05267046362622122	0.46928401281273435	0.7381637529365439	0.5447549423746825
ARNT.hg38.10000	0.1960464176208013	0.006566649578840669	0.019964732993733324	0.04663112173188603	-0.02522474292695139	0.7290574442018025	0.8060748786079119	0.020756574132564078	0.05830950743949774	0.42298948360570277	0.705606350970575	0.5094570867657177
ARNTL.hg38.10000	-0.029634487866533398	0.6840390396643387	0.7837438973246265	0.039092971262043204	-0.1346910857931489	0.06320837402523997	0.12608231220907656	0.01605945169825512	0.07582650171610111	0.29714940720209243	0.56128267326938	0.5466459984037216
ASCL1.hg38.10000	-0.15264279390098007	0.035023463149535944	0.08356864308465223	0.04461748738044947	-0.18010492732912503	0.012660378540405954	0.031569926996561734	0.013937072256730168	-0.09501587666056201	0.19104778769432662	0.4261835263950363	0.4615699145314609
ASCL2.hg38.10000	-0.47205121265110467	5.4348237627352705e-12	1.44896961715421e-10	0.046570858123089504	-0.509263714502777	5.350317269447817e-14	1.833699645983479e-12	0.02437661978106646	0.10750585552149379	0.13879292567655324	0.3488328865337372	0.5010111790712508
ATF1.hg38.10000	-0.1440316946104326	0.04682625833441215	0.10263662437251966	0.04705854251875584	-0.06552511405757439	0.3678015949122586	0.5079164882121666	0.027416292608824253	-0.3666867005738611	1.8152422226936388e-07	2.9754187737195733e-06	0.7524787782929793
ATF2.hg38.10000	-0.030533088044515645	0.6749943477107171	0.7758319179479889	0.04447588391392523	0.012158101368358775	0.8674239587598859	0.9134604258449077	0.010976814570906627	0.013523706898660781	0.8526933893420785	0.9344924644824524	0.692726973167426
ATF3.hg38.10000	-0.14219648068800653	0.04973023275501748	0.10788063371734159	0.0435816870007082	-0.08909011955699664	0.22034686756559763	0.34326764079434013	0.021741502169552413	-0.11330258385752162	0.11861256177858391	0.3194066842180438	0.7147929777457783
ATF4.hg38.10000	-0.10330536633584886	0.15498431103393573	0.2631940777468188	0.04601853158433138	-0.03358158133181804	0.644662101430786	0.7659176106123656	0.011123513746170014	-0.009733900914180473	0.8936830699775554	0.9626243353758239	0.7587205371278287
ATF7.hg38.10000	-0.0481409007333096	0.5083964026708775	0.6388848126897361	0.044816235618185964	-0.07857226771511833	0.2799491786871409	0.41551511954744935	0.01139982151567361	0.06516811528973715	0.37042276161718923	0.6603014519524859	0.6196824070726725
BACH1.hg38.10000	0.32287874935492417	5.2238014337316e-06	3.39547093192554e-05	0.052378834397673824	0.08567356615279326	0.2386260631693556	0.3642187279953323	0.01980678994784836	-0.24030499048109127	0.0008125518321342349	0.0065177029939278	0.5962652818531639
BACH2.hg38.10000	0.46439289567373354	1.3151012720130761e-11	2.9164304679348805e-10	0.04574930705296378	0.3675127917426251	1.695329464352531e-07	1.2532141334527531e-06	0.014218446731908162	-0.14808784661446445	0.040907487022727985	0.1542212260756845	0.5871693354824546
BATF.hg38.10000	0.3052452995270225	1.7563400200869064e-05	9.325918134827659e-05	0.04723910646646429	0.23747514926402413	0.0009400624962671252	0.003176199194485016	0.012208658968157517	-0.22136553578910578	0.0020872927163110367	0.014051952750879658	0.7407550885825037
BATF3.hg38.10000	0.2191704160547805	0.0023172535919997045	0.007731014196317599	0.04302892386973206	0.22484654612213018	0.001764893308223677	0.005544706476669385	0.01037108118033065	-0.0494513731562151	0.4969090718286914	0.7433917463468914	0.6368995005189634
BCL11A.hg38.10000	0.4074381631165539	4.922832234339634e-09	5.799711726081381e-08	0.04180921024098329	0.3050469643250199	1.7796836786270812e-05	9.190969134827529e-05	0.013192745076539253	-0.044627361771130566	0.5398635619946439	0.7566117578884043	0.5398786430003919
BCL11B.hg38.10000	0.22966617455251412	0.0013932510658220174	0.004955241998253779	0.050417692463510404	0.12153926606316816	0.0939548607635906	0.16947838520513708	0.030528240876798587	0.10818873081900784	0.13628753483704534	0.3485849237590195	0.4424795102986982
BCL6.hg38.10000	0.3380806060277199	1.7244251109167473e-06	1.3543922225325287e-05	0.042545459911792254	0.2991043515685822	2.631701431587599e-05	0.0001322868586278033	0.019563464452632236	-0.24572345382570993	0.0006117308776630249	0.005241421383612737	0.7153541538323891
BHLHE40.hg38.10000	0.14919570573765056	0.03940483395369298	0.09058306341794058	0.05433358545806879	0.07399708825675133	0.30899051310764936	0.44292556441666847	0.027363369198271686	-0.08678415327407371	0.2325713133184539	0.48175486330251166	0.6321467335299291
BPTF.hg38.10000	0.002381752710249234	0.973913465259363	0.9817256053550263	0.0463077672463812	-0.1632171263327589	0.02406757971898999	0.05400879496463825	0.01125396975687146	0.02050852213434819	0.7782483254717862	0.9034711482592661	0.48010934614891304
CDX2.hg38.10000	-0.025545714788532885	0.7257469908588423	0.8143054034338796	0.046300352470347465	-0.396998786656453	1.3002588498560693e-08	1.1399943869668329e-07	0.014093648019095174	-0.1097219703110954	0.13078856738368758	0.34723443594119874	0.4612580354092269
CEBPA.hg38.10000	0.5109659030520696	4.272108293895414e-14	2.0132310334982138e-12	0.04743806850183786	0.49496995012117867	3.373286931646728e-13	9.083779808791547e-12	0.01572003187371436	-0.39813980066335725	1.1712005170755995e-08	2.5973093819853004e-07	0.7845137692843066
CEBPB.hg38.10000	0.16109248481710206	0.025994842406288927	0.06533370391447284	0.04544033211145998	-0.009134342051485016	0.9001965469693601	0.9323464236468373	0.016482524393728878	-0.15480925056656333	0.03248668961513829	0.1316933546764208	0.7790037716255798
CEBPD.hg38.10000	0.3625154858300094	2.5558592779682753e-07	2.1899066995319086e-06	0.04402230019680399	0.30098035319124156	2.328108060675866e-05	0.00011860766741551371	0.015934093126572315	-0.27069542606731983	0.00015217936683826192	0.001655697598972083	0.6274956097984286
CEBPG.hg38.10000	0.05301369732001272	0.4663890526481195	0.6063057684425552	0.045925414008116734	-0.0924234192648403	0.20349536708051305	0.320994784055872	0.01389985354048905	-0.11621293812915404	0.10938108542918133	0.29806307864108356	0.8463753506400531
CLOCK.hg38.10000	0.11367936035770042	0.11738437850230782	0.20619729680587934	0.04267241697791377	-0.02810278833190863	0.6995596158160802	0.7804666866370648	0.01920899145666212	0.08233145961601539	0.25750928861335315	0.5140252817800479	0.4911383177291991
CREB1.hg38.10000	-0.1584910156847553	0.02853356960295565	0.07030820745303451	0.053300445839313676	-0.03344059542542914	0.64605252035738	0.7659176106123656	0.03876670583414142	-0.22885998486961667	0.0014499498654720268	0.010512136524672195	0.6291275526278085
CREM.hg38.10000	0.08051665985002018	0.2681829913555369	0.3949413583634274	0.05218644733308848	0.08682649641326133	0.23234262497455777	0.3575231412873807	0.033378529348055054	-0.3660860555257723	1.9074928176980416e-07	2.996353301134007e-06	0.6745061138388501
CTCF.hg38.10000	-0.19877195693783392	0.005840364714264882	0.018047684403916887	0.05609130372827914	-0.08045823718953662	0.2685315401776075	0.4017317089165001	0.023711683480551513	-0.6290368543671601	1.9511035456642486e-22	2.4518867890514057e-20	1.8439922790982184
CTCFL.hg38.10000	0.018866844797832284	0.7955916956827427	0.8618910036563046	0.05346730622687486	-0.03016638998672758	0.6786797470113513	0.7757031316084548	0.023837330703510132	-0.4845635925606167	1.2226332999283783e-12	6.584753629614266e-11	1.1094887043141797
CXXC1.hg38.10000	0.2377488076380652	0.0009269730557952639	0.0034600875448991533	0.08482830450676951	0.07495777190405739	0.3027343204923568	0.43728290737784875	0.04665161875629687	0.19257130228617098	0.007608970824094505	0.04208919550669564	0.49297684047778706
DDIT3.hg38.10000	-0.06458128198406635	0.37475635892713355	0.501004068494785	0.04361521957971005	-0.12243743469997229	0.09153301833656949	0.16654449597046841	0.012222030766254586	-0.03604586854473225	0.620561543963132	0.823499324411423	0.6028318556512634
DUX4.hg38.10000	0.11740743601634497	0.10575937196312206	0.18807209070800482	0.048634607961260144	0.029202413389416457	0.6884041641889052	0.7804666866370648	0.01015582151723639	-0.004779598674776173	0.9476786660697221	0.978835224954206	0.6041780645286543
E2F1.hg38.10000	-0.033866738560767724	0.641853618377636	0.7524305179635065	0.0621339731329058	-0.037043396306013214	0.6109176534226399	0.7405657727985056	0.04366323332157887	-0.0871766942936333	0.23045733177470365	0.4800133374533883	0.5937518650379874
E2F4.hg38.10000	0.06538397972051985	0.36883646291018024	0.49484464952718127	0.05346081201644518	-0.02474041643910525	0.7340621941310064	0.8091855180917819	0.03543528210185327	-0.20833698463225342	0.0038258108501476153	0.023644765418125425	0.5984361733220157
E2F6.hg38.10000	0.20836470570368704	0.0038210215828079685	0.012207840141683086	0.05473211895956021	-0.034410365204896196	0.6365135804104892	0.7598150704149779	0.03066917283502859	-0.04047800196367975	0.5782293984607094	0.7813350653035392	0.5467354047491837
E2F7.hg38.10000	0.021120776306020328	0.7718076634380475	0.8458473520818137	0.046464459980579936	-0.06779236328577476	0.3514236237047328	0.48708347844369215	0.01876267860291574	-0.048928199839858244	0.5014785806595665	0.7472625490460734	0.5015353491166958
E2F8.hg38.10000	0.1887508796805106	0.008922384714879017	0.02587491567314915	0.04642710748622909	0.06281102707052855	0.38801642651117085	0.5261949381104727	0.021084814065867676	-0.016007149075271607	0.8260385169267158	0.9239904321396438	0.5116548450321771
E4F1.hg38.10000	0.3226044662805853	5.326425963848524e-06	3.4034959124930404e-05	0.042121709665476764	0.12810579480566778	0.07737577377698572	0.14512769509414736	0.024033224153810127	-0.05596379752820819	0.4419165199636096	0.7243588175055687	0.49435010904076865
EBF1.hg38.10000	0.32408240381527786	4.795243576556264e-06	3.2282264792173424e-05	0.042355436028793776	0.21607003951820944	0.002681332897567492	0.008022718272880511	0.013606118379708314	0.09115367128725631	0.20980134190898173	0.4453440546956509	0.47089763903976073
EBF3.hg38.10000	-0.0007630262628279857	0.9916415045856576	0.9942788490127471	0.04707549947480078	-0.16819697610828177	0.020025781103976913	0.04575587561332907	0.010918439943865425	0.052364069075699876	0.47187656354829466	0.7381637529365439	0.5456478881446639
EGR1.hg38.10000	0.02458934197713803	0.7356256179839025	0.818085126784458	0.04887952007904549	-0.02018188942163497	0.7816905897520589	0.846831472231397	0.031098286173251676	0.15407509576054837	0.03332825865580442	0.13366759056636454	0.49111679148154996
EGR2.hg38.10000	0.19097182975604016	0.008136341295131463	0.023964067720816887	0.04576194680721482	-0.0423163094941268	0.5610756616048029	0.6945836672828792	0.011231604048188886	0.18126482908490996	0.012089902744267174	0.057678385544793265	0.5861646140934992
EGR3.hg38.10000	0.0028015482961352544	0.9693176661793257	0.9817256053550263	0.051293685623150266	-0.030648514640072424	0.6738358769335914	0.7757031316084548	0.011357003283597665	0.14032338308559741	0.05284710653954637	0.18619961836830826	0.6614186905600583
EHF.hg38.10000	-0.09228099637221976	0.20419579053770812	0.32619412301998285	0.0482934450230312	-0.09966492246437265	0.17013414879862523	0.2752814338930546	0.02146721545768721	-0.3285097771247425	3.488931761002549e-06	4.5356112893033135e-05	0.7073674919392943
ELF1.hg38.10000	0.09704335367067857	0.18170740737733704	0.29655278173703925	0.05540228447422231	0.03219960154133159	0.6583438454441154	0.7693211160346998	0.03804862059737264	-0.20135649766881542	0.005218907332066539	0.031230604193477545	0.7002789631441617
ELF3.hg38.10000	0.056201170854174316	0.43997960941274483	0.5779523092285882	0.046251719133854806	-0.2163216041246563	0.002649965105111453	0.007992294757016143	0.01897383105610516	-0.25909065734822595	0.00029551763539967826	0.002717320696236066	0.7443563779199728
ELF4.hg38.10000	0.25341164201711625	0.00040448083848224975	0.0016998330567513853	0.04527950133408214	0.1470238859280878	0.04239565587311032	0.0894518363063861	0.0257789064100108	-0.0646021772402289	0.3746015216115831	0.6603014519524859	0.5589150483509401
ELK3.hg38.10000	0.0972288637822501	0.18086986780875744	0.2964693050604415	0.044390267846547656	0.028976664848527865	0.6906889498324549	0.7804666866370648	0.020361551054248053	-0.06749926839426312	0.3535146742912354	0.6499181970611456	0.5485257294837407
ELK4.hg38.10000	0.08911696544454584	0.2202072968028027	0.3444736551645503	0.04929874220162342	0.00989938575744338	0.8918865115866385	0.9288431349949247	0.029006628247091683	-0.03883209545117327	0.5937922866310608	0.7911064529979005	0.4338969404555691
EOMES.hg38.10000	0.024843445152203665	0.7329966077055647	0.8175731393638991	0.041911762056574826	0.007692502048207534	0.9158868802205651	0.9377350288234124	0.010352995249270261	0.03511477147552039	0.6296220078342674	0.8237287353882462	0.5279722267631095
EPAS1.hg38.10000	0.05272747286291271	0.46880249413908515	0.6073489357059626	0.04465005105314465	-0.10433911458077066	0.150873393702272	0.2585421337534389	0.016151143530867346	0.009282260321993778	0.8985889582059146	0.9632689403378107	0.455725643745737
ERF.hg38.10000	-0.1457071661124062	0.04430000491756894	0.0994113205590684	0.04740588178445941	-0.29011352522437694	4.6805358054008395e-05	0.00021784716032544648	0.021376481073082734	-0.08206500786075725	0.25905783431885704	0.5140252817800479	0.6558556304093132
