overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.86960	0.94988	0.86752	0.92308	0.81923	0.99145	0.86218	0.79191	0.83590	0.87576	0.86538	0.90064	0.81260	0.94963	0.97350
0.87671	0.92840	0.87143	0.88148	0.84074	0.90556	0.90000	0.83535	0.83333	0.87538	0.89444	0.92222	0.85288	0.93704	0.97222
0.81722	0.87647	0.87395	0.76863	0.66631	0.95882	0.88571	0.75735	0.78514	0.86391	0.69804	0.90588	0.79856	0.85241	0.87582
0.89778	0.99539	0.84050	0.92688	0.91691	0.99785	0.89826	0.85663	0.90645	0.89934	0.84164	0.98387	0.86796	0.97245	0.93070
0.88938	0.90719	0.83627	0.95529	0.90980	0.89804	0.89689	0.91658	0.90719	0.87294	0.84344	0.97176	0.85761	0.94706	0.97983
0.87303	0.88250	0.90278	0.84444	0.84688	0.97187	0.93558	0.77500	0.83289	0.87719	0.92159	0.92500	0.83316	0.91827	0.97054
0.85408	0.84366	0.81242	0.85035	0.79898	1.00000	0.97653	0.80458	0.84809	0.84545	0.82347	0.94718	0.84316	0.78672	0.97809
0.89401	0.87375	0.90057	0.84375	0.84219	0.89375	0.94615	0.91875	0.85089	0.90378	0.89219	0.90714	0.87406	0.92361	0.96591
0.87373	0.93086	0.83210	0.91770	0.88642	0.89136	0.89675	0.82990	0.87716	0.86185	0.90988	0.88360	0.85340	0.88007	0.99040
0.90234	0.95948	0.92495	0.83529	0.90588	0.89118	0.95882	0.80196	0.81961	0.90196	0.94533	0.96078	0.87884	0.92941	0.99294
0.84592	0.90638	0.77690	0.86135	0.82379	0.92284	0.97668	0.76014	0.82099	0.82368	0.83436	0.95623	0.79485	0.91049	0.94356
0.85349	0.89587	0.84240	0.82165	0.90650	0.96341	0.90610	0.74771	0.81504	0.85843	0.89373	0.92683	0.81684	0.94817	0.93049
0.85137	0.90210	0.88084	0.72308	0.83013	0.95604	0.94103	0.76465	0.77692	0.86710	0.84432	0.93875	0.80856	0.92491	0.96647
0.85927	0.86577	0.81660	0.86712	0.85749	0.95946	0.93514	0.83215	0.90203	0.84991	0.81467	0.89414	0.80452	0.95646	0.98894
0.88312	0.89331	0.92272	0.83924	0.89289	0.95190	0.96663	0.78059	0.81832	0.89006	0.91139	0.96022	0.83447	0.93065	0.97890
0.89706	0.87500	0.88503	0.89857	0.87381	0.90857	0.94107	0.91000	0.86531	0.89112	0.88810	0.97429	0.88173	0.86250	0.98367
0.92624	0.93694	0.91554	0.97466	0.85135	0.99324	0.98034	0.89279	0.93694	0.93573	0.87387	0.94208	0.90832	0.95332	0.98784
0.87740	0.87302	0.87953	0.85426	0.87662	0.93766	0.92090	0.80779	0.86075	0.86611	0.89518	0.92496	0.85506	0.91409	0.92900
0.87528	0.91742	0.87709	0.85811	0.83108	0.89865	0.89790	0.87162	0.78716	0.90167	0.83108	0.90428	0.83146	0.97973	0.93468
0.85439	0.92593	0.81317	0.88066	0.77037	0.84979	0.88183	0.88765	0.82346	0.86596	0.78086	0.92469	0.81893	0.87654	0.99726
0.84425	0.89178	0.86901	0.83757	0.82534	0.87671	0.88063	0.77397	0.81963	0.86015	0.78767	0.84932	0.82967	0.84323	0.91532
0.87082	0.93574	0.89458	0.85904	0.85972	0.87048	0.93373	0.79016	0.80562	0.89929	0.83318	0.98193	0.85148	0.91103	0.93976
0.80587	0.85833	0.75926	0.72222	0.82598	0.79722	0.94583	0.78953	0.73958	0.82809	0.71528	0.94444	0.74596	0.88450	0.94444
0.87988	0.88889	0.84820	0.96140	0.98346	1.00000	0.92047	0.76113	0.93474	0.85092	0.86579	0.99549	0.83251	0.94269	0.99173
0.86030	0.83913	0.85837	0.80918	0.77134	0.97930	0.93237	0.85818	0.80145	0.88505	0.84886	0.89855	0.83883	0.87888	0.93064
