overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.93623	0.98834	0.94658	0.95421	0.92564	1.00000	0.97276	0.83432	0.90598	0.93101	0.96795	0.97596	0.90835	0.96978	0.99231
0.94673	0.94444	0.94921	0.99506	0.95679	1.00000	0.98889	0.83737	0.99028	0.91802	0.95667	0.97222	0.92942	0.99704	0.99167
0.86982	0.90392	0.88529	0.81078	0.84813	0.98235	0.92185	0.79412	0.80217	0.88776	0.89346	0.98235	0.85162	0.86738	0.97190
0.96530	1.00000	0.94922	0.98925	0.99511	1.00000	0.99752	0.89677	0.99516	0.93369	0.98925	1.00000	0.94968	0.99530	0.99881
0.96255	0.95294	0.93039	0.99294	0.95490	1.00000	0.99792	0.96684	0.99608	0.94088	0.95294	0.99765	0.94848	0.99529	0.99748
0.96053	0.98250	0.93125	0.97222	0.97656	0.99375	0.97404	0.94375	0.95132	0.95656	0.97727	0.98750	0.94796	0.97885	0.98750
0.94141	0.98451	0.91485	0.98415	0.92702	1.00000	0.99648	0.82570	0.98994	0.91473	0.92676	1.00000	0.93626	0.91147	0.99844
0.95890	0.96250	0.95682	0.97188	0.95938	0.99688	0.97981	0.89375	0.95089	0.95465	0.96250	0.99107	0.94882	0.97639	0.99318
0.96140	0.99259	0.94420	0.92318	0.98519	1.00000	0.98653	0.93416	0.95617	0.95238	0.99259	0.98589	0.95459	0.96384	1.00000
0.96556	0.99608	0.97769	0.97815	0.97353	0.99412	0.99412	0.85784	0.97020	0.95126	0.98547	0.98693	0.95418	0.98456	1.00000
0.92897	0.96502	0.90741	0.95537	0.94725	0.98765	0.98491	0.82804	0.87478	0.91991	0.95988	0.99102	0.90071	0.96451	0.98325
0.95204	0.97373	0.95591	0.96189	0.90244	1.00000	0.99878	0.91006	0.89634	0.96341	1.00000	1.00000	0.93316	0.99898	0.99390
0.95036	0.96503	0.97587	0.95128	0.93830	0.99451	0.98333	0.87271	0.91795	0.95685	0.94780	0.98718	0.93720	0.96795	0.99112
0.94408	0.96847	0.94659	0.97072	0.90663	0.98649	0.98243	0.90398	0.93446	0.94278	0.94884	0.97523	0.92754	0.97673	0.97789
0.93980	0.96655	0.97602	0.95823	0.91334	0.95949	0.97929	0.86006	0.87714	0.95030	0.96709	0.95660	0.91383	0.96863	0.98565
0.93366	0.98214	0.92245	0.91143	0.95238	1.00000	0.99464	0.82143	0.93571	0.91931	0.92143	0.99857	0.94352	0.91161	0.92857
0.94857	0.99249	0.98564	0.93074	0.87838	0.99662	0.98526	0.89459	0.82883	0.96704	0.97748	0.99614	0.93535	0.99631	0.96351
0.94790	0.94228	0.95343	0.97980	0.94545	0.98961	0.99174	0.83636	0.93434	0.93661	0.96475	0.99567	0.92764	0.99201	0.98528
0.92966	0.98348	0.88224	0.96171	0.96959	0.97297	0.97447	0.86100	0.88063	0.92208	0.96171	0.97635	0.90133	0.97635	0.98198
0.96750	0.99471	0.94321	0.94342	0.95556	0.99588	0.99471	0.98642	0.92469	0.98060	0.94342	0.99012	0.96845	0.94356	1.00000
0.92775	0.98356	0.96404	0.97260	0.87443	0.97945	0.98630	0.83390	0.89041	0.93119	0.90411	0.99543	0.90618	0.97869	0.99004
0.94193	0.99398	0.96325	0.90361	0.97332	0.99398	0.99197	0.83333	0.87470	0.95706	0.95551	0.98795	0.92725	0.97776	0.98451
0.96248	0.96111	0.96528	0.93948	0.95915	1.00000	0.99583	0.94872	0.91319	0.97130	0.96429	0.99691	0.94571	0.98904	0.99466
0.93622	0.97544	0.94238	0.95556	0.97444	0.99474	0.98713	0.82186	0.95316	0.92069	0.94803	0.99398	0.91368	0.96316	0.99135
0.93023	0.97971	0.91436	0.88768	0.92110	1.00000	0.98551	0.87992	0.87826	0.94433	0.92650	0.98758	0.91704	0.92547	0.98965
0.94116	0.94661	0.92975	0.97619	0.92532	0.98377	0.96803	0.89411	0.96846	0.92812	0.93506	0.97114	0.91673	0.97749	0.98788
0.95249	0.95915	0.94238	0.98415	0.93427	0.98944	0.98122	0.90258	0.96664	0.93646	0.96680	0.98122	0.94131	0.96479	0.98720
0.95523	0.98026	0.94276	0.96546	0.95724	0.98246	0.98583	0.90283	0.96711	0.94765	0.93713	0.98684	0.93684	0.97755	0.99123
0.96135	0.97331	0.93933	0.94586	0.98377	0.99719	0.99037	0.93660	0.96365	0.94547	0.97234	0.99251	0.95462	0.96255	0.98876
0.94886	0.94777	0.95014	0.97108	0.95434	0.97065	0.98879	0.90339	0.94521	0.94018	0.95976	0.98459	0.93729	0.98630	0.97418
0.93726	0.96860	0.95423	0.95833	0.89058	0.97826	0.96739	0.88019	0.90531	0.94269	0.92995	0.97826	0.92628	0.94565	0.96860
0.92389	0.97143	0.96167	0.92267	0.86222	0.99333	0.97481	0.82061	0.92444	0.92000	0.90762	0.97111	0.91887	0.91822	0.95600
0.94600	0.95499	0.98929	0.96663	0.93544	0.97722	0.97583	0.88354	0.88517	0.95649	0.95148	0.97215	0.93051	0.96649	0.97760
0.94337	0.97045	0.89342	0.99167	0.96136	0.98929	0.97750	0.88269	0.93312	0.93720	0.95312	0.97969	0.92368	0.98250	0.98906
0.95048	0.96786	0.94948	0.98750	0.92143	0.99464	0.97031	0.88021	0.97569	0.92714	0.95446	0.97500	0.93794	0.97250	0.99545
0.95509	0.96433	0.95781	0.97595	0.93671	0.97975	0.97760	0.90401	0.92616	0.95894	0.95813	0.98044	0.94246	0.97335	0.98987
0.95357	0.99008	0.95701	0.96259	0.92857	1.00000	0.98677	0.82653	0.92787	0.94987	0.99702	0.98942	0.93961	0.99176	0.95833
0.96711	0.98851	0.97063	0.88218	0.97537	1.00000	0.98851	0.97492	0.92031	0.97673	0.98391	0.99425	0.96972	0.94483	0.97586
0.96487	0.93632	0.98288	0.97858	0.98703	0.98795	0.98072	0.91659	0.97160	0.95574	0.97269	0.99398	0.95740	0.97661	0.98675
0.94024	0.91375	0.96161	0.98750	0.97321	1.00000	0.95909	0.86250	0.94135	0.92413	0.96607	0.98889	0.92021	0.96477	0.98500
0.96504	0.94943	0.97569	0.99080	0.98276	1.00000	0.99713	0.90451	0.99387	0.95198	0.95402	0.99617	0.95743	0.97701	0.99745
0.95541	0.95104	0.92232	0.98750	0.99167	1.00000	0.97500	0.92788	0.95714	0.94688	0.97361	0.99375	0.93388	0.97868	0.99062
0.94603	0.99500	0.96800	0.89333	0.88476	1.00000	0.98778	0.89238	0.93750	0.95083	0.90545	0.98333	0.93179	0.96491	0.97538
0.94535	0.98958	0.90855	0.98750	0.94792	0.99792	0.98636	0.88077	0.96154	0.92927	0.93864	0.98409	0.92500	0.96429	0.99417
0.95116	0.96164	0.92560	0.97487	0.96958	0.97109	0.95040	0.94345	0.89955	0.96266	0.97222	0.96280	0.93881	0.96612	0.97937
0.96378	0.93344	0.98413	0.94517	0.99629	1.00000	0.99800	0.90709	0.94444	0.96364	0.98864	0.99351	0.95426	0.96703	0.99675
0.95648	0.99844	0.94565	0.96607	0.98194	1.00000	0.98646	0.89667	0.95417	0.94335	0.97857	0.98889	0.94844	0.97692	0.96964
0.98473	0.98069	0.99285	0.98233	1.00000	1.00000	0.98034	0.96362	0.97505	0.98209	1.00000	0.98649	0.98490	0.97921	0.98960
0.93957	0.93867	0.97255	0.96121	0.82400	0.98667	0.98095	0.93524	0.95556	0.94512	0.85600	0.97091	0.93692	0.91333	0.96622
0.94886	0.97778	0.90936	0.94646	0.94074	0.99722	0.98194	0.96049	0.91778	0.95175	0.94646	0.99136	0.92662	0.99630	0.98718
0.92481	0.92208	0.88779	0.96603	0.91919	1.00000	0.99351	0.89394	0.95868	0.90707	0.93263	1.00000	0.90604	0.94406	0.98377
0.94817	0.96171	0.97372	0.99099	0.91684	0.99421	0.98456	0.84324	0.81982	0.96384	0.95946	0.98280	0.93187	0.97044	0.99550
0.95266	0.95863	0.98877	0.86596	0.93921		0.99848	0.94563	0.88953	0.96099	0.98936	0.98936	0.94544	0.98743	0.94255
0.96417	0.98671	0.97267	0.99668	0.94961	1.00000	0.99106	0.87326	0.96013	0.95165	0.99154	0.98372	0.95129	0.99612	0.99742
0.95395	0.97748	0.97230	0.91385	0.86937	0.99730	0.98857	0.94775	0.89672	0.96250	0.96622	0.98142	0.94621	0.95946	0.98280
0.90809	0.96759	0.89594	0.91605	0.95062	1.00000	0.94102	0.81746	0.86831	0.90292	0.96296	0.94136	0.87982	0.95802	0.97626
0.92883	0.95407	0.95778	0.96242	0.95407	0.99000	0.97200	0.78933	0.94933	0.91273	0.93231	1.00000	0.91760	0.97810	0.91897
0.97316	0.96765	0.98312	0.96926	0.98274	0.99494	0.98373	0.92405	0.96575	0.97102	0.98442	0.97890	0.96456	0.98247	0.99895
